"","x"
"1","CD4 T"
"2","other"
"3","other"
"4","CD4 T"
"5","CD4 T"
"6","CD4 T"
"7","CD8 T"
"8","B"
"9","B"
"10","CD8 T"
"11","CD4 T"
"12","CD8 T"
"13","other"
"14","other T"
"15","CD8 T"
"16","CD8 T"
"17","CD4 T"
"18","Mono"
"19","CD4 T"
"20","CD4 T"
"21","CD4 T"
"22","other"
"23","CD4 T"
"24","other T"
"25","other"
"26","B"
"27","CD4 T"
"28","CD4 T"
"29","other T"
"30","other"
"31","CD4 T"
"32","CD4 T"
"33","CD8 T"
"34","CD4 T"
"35","other T"
"36","B"
"37","other T"
"38","CD8 T"
"39","B"
"40","CD4 T"
"41","CD4 T"
"42","CD8 T"
"43","CD8 T"
"44","CD4 T"
"45","CD4 T"
"46","CD8 T"
"47","CD4 T"
"48","CD4 T"
"49","CD4 T"
"50","CD4 T"
"51","B"
"52","CD4 T"
"53","CD4 T"
"54","NK"
"55","other"
"56","other"
"57","CD8 T"
"58","CD4 T"
"59","CD4 T"
"60","B"
"61","CD4 T"
"62","CD4 T"
"63","CD8 T"
"64","CD4 T"
"65","CD4 T"
"66","CD4 T"
"67","other T"
"68","CD4 T"
"69","B"
"70","CD4 T"
"71","CD8 T"
"72","other T"
"73","other"
"74","CD4 T"
"75","B"
"76","CD8 T"
"77","NK"
"78","CD4 T"
"79","CD8 T"
"80","B"
"81","Mono"
"82","CD4 T"
"83","CD4 T"
"84","CD4 T"
"85","CD4 T"
"86","CD8 T"
"87","CD4 T"
"88","CD4 T"
"89","CD4 T"
"90","other T"
"91","CD4 T"
"92","CD4 T"
"93","B"
"94","B"
"95","B"
"96","CD4 T"
"97","CD4 T"
"98","CD8 T"
"99","B"
"100","CD8 T"
"101","CD8 T"
"102","CD4 T"
"103","CD8 T"
"104","CD8 T"
"105","CD4 T"
"106","CD4 T"
"107","NK"
"108","CD8 T"
"109","other T"
"110","CD4 T"
"111","other T"
"112","CD4 T"
"113","CD4 T"
"114","CD4 T"
"115","CD4 T"
"116","CD8 T"
"117","other"
"118","Mono"
"119","B"
"120","CD4 T"
"121","CD4 T"
"122","CD4 T"
"123","CD4 T"
"124","CD4 T"
"125","CD4 T"
"126","CD4 T"
"127","CD8 T"
"128","B"
"129","CD8 T"
"130","CD4 T"
"131","other"
"132","CD8 T"
"133","CD8 T"
"134","NK"
"135","CD8 T"
"136","CD4 T"
"137","CD8 T"
"138","CD4 T"
"139","NK"
"140","CD4 T"
"141","CD4 T"
"142","other"
"143","CD4 T"
"144","CD4 T"
"145","CD4 T"
"146","B"
"147","CD4 T"
"148","CD4 T"
"149","CD8 T"
"150","CD4 T"
"151","other T"
"152","CD8 T"
"153","CD4 T"
"154","CD4 T"
"155","CD4 T"
"156","other"
"157","CD4 T"
"158","CD4 T"
"159","CD4 T"
"160","CD8 T"
"161","other"
"162","CD4 T"
"163","CD4 T"
"164","CD4 T"
"165","CD8 T"
"166","CD8 T"
"167","CD4 T"
"168","CD4 T"
"169","CD4 T"
"170","CD8 T"
"171","B"
"172","CD4 T"
"173","CD8 T"
"174","B"
"175","CD4 T"
"176","CD4 T"
"177","CD4 T"
"178","CD8 T"
"179","CD8 T"
"180","CD4 T"
"181","B"
"182","CD4 T"
"183","other"
"184","CD8 T"
"185","B"
"186","B"
"187","CD4 T"
"188","B"
"189","CD4 T"
"190","other"
"191","CD4 T"
"192","Mono"
"193","CD4 T"
"194","CD4 T"
"195","B"
"196","CD4 T"
"197","CD4 T"
"198","other"
"199","CD4 T"
"200","CD8 T"
"201","CD4 T"
"202","CD4 T"
"203","CD4 T"
"204","CD8 T"
"205","CD8 T"
"206","B"
"207","CD4 T"
"208","CD8 T"
"209","other"
"210","CD4 T"
"211","B"
"212","CD4 T"
"213","CD4 T"
"214","other"
"215","CD8 T"
"216","CD4 T"
"217","CD4 T"
"218","CD4 T"
"219","CD4 T"
"220","CD4 T"
"221","CD8 T"
"222","CD8 T"
"223","CD4 T"
"224","CD8 T"
"225","other T"
"226","CD4 T"
"227","CD8 T"
"228","CD4 T"
"229","CD4 T"
"230","CD8 T"
"231","CD4 T"
"232","CD4 T"
"233","CD8 T"
"234","NK"
"235","CD4 T"
"236","CD4 T"
"237","CD4 T"
"238","CD4 T"
"239","CD4 T"
"240","CD8 T"
"241","NK"
"242","CD4 T"
"243","CD4 T"
"244","CD4 T"
"245","other"
"246","CD8 T"
"247","other"
"248","other"
"249","B"
"250","other"
"251","NK"
"252","CD8 T"
"253","NK"
"254","CD4 T"
"255","other"
"256","B"
"257","B"
"258","B"
"259","B"
"260","DC"
"261","other"
"262","B"
"263","other"
"264","other"
"265","CD4 T"
"266","B"
"267","CD4 T"
"268","CD4 T"
"269","CD4 T"
"270","B"
"271","other"
"272","CD4 T"
"273","CD8 T"
"274","CD4 T"
"275","CD4 T"
"276","CD4 T"
"277","CD4 T"
"278","other"
"279","other"
"280","CD4 T"
"281","CD4 T"
"282","CD4 T"
"283","B"
"284","CD8 T"
"285","CD4 T"
"286","B"
"287","other"
"288","other T"
"289","CD4 T"
"290","other"
"291","CD4 T"
"292","CD8 T"
"293","B"
"294","B"
"295","B"
"296","CD4 T"
"297","CD4 T"
"298","CD4 T"
"299","B"
"300","CD8 T"
"301","CD8 T"
"302","CD4 T"
"303","B"
"304","CD4 T"
"305","CD4 T"
"306","CD4 T"
"307","CD4 T"
"308","CD4 T"
"309","CD4 T"
"310","CD4 T"
"311","other T"
"312","CD4 T"
"313","CD4 T"
"314","other"
"315","B"
"316","NK"
"317","B"
"318","NK"
"319","CD4 T"
"320","B"
"321","B"
"322","B"
"323","Mono"
