"","x"
"1","CD4 TEM_2"
"2","Eryth"
"3","Eryth"
"4","CD4 Naive"
"5","CD4 Naive"
"6","CD4 Naive"
"7","CD8 TEM_2"
"8","B naive kappa"
"9","B naive kappa"
"10","CD8 TEM_6"
"11","CD4 Naive"
"12","CD8 Naive"
"13","Platelet"
"14","MAIT"
"15","CD8 Naive"
"16","CD8 Naive"
"17","CD4 Naive"
"18","CD16 Mono"
"19","CD4 TCM_3"
"20","CD4 TCM_1"
"21","CD4 Naive"
"22","Eryth"
"23","CD4 TCM_1"
"24","MAIT"
"25","Eryth"
"26","B naive kappa"
"27","CD4 Naive"
"28","CD4 Naive"
"29","MAIT"
"30","Eryth"
"31","CD4 Naive"
"32","CD4 TCM_1"
"33","CD8 TEM_6"
"34","CD4 Naive"
"35","MAIT"
"36","B naive kappa"
"37","MAIT"
"38","CD8 TEM_6"
"39","B naive kappa"
"40","CD4 TEM_2"
"41","CD8 TEM_2"
"42","CD8 TEM_6"
"43","CD8 TEM_2"
"44","CD4 Naive"
"45","CD4 Naive"
"46","CD8 TEM_6"
"47","CD4 TCM_1"
"48","CD4 Naive"
"49","CD4 TEM_2"
"50","CD4 TCM_2"
"51","B intermediate kappa"
"52","CD4 Naive"
"53","CD4 TCM_1"
"54","NK_2"
"55","Eryth"
"56","Eryth"
"57","CD8 Naive"
"58","CD4 TCM_1"
"59","CD4 Naive"
"60","B naive kappa"
"61","CD4 TCM_3"
"62","CD4 TCM_3"
"63","CD8 Naive"
"64","MAIT"
"65","ILC"
"66","CD4 TCM_1"
"67","MAIT"
"68","CD4 TCM_3"
"69","B naive kappa"
"70","CD4 Naive"
"71","CD8 TEM_2"
"72","MAIT"
"73","Eryth"
"74","CD4 Naive"
"75","B naive kappa"
"76","CD8 TEM_2"
"77","NK_2"
"78","CD4 Naive"
"79","CD8 TEM_2"
"80","B naive kappa"
"81","Platelet"
"82","CD4 TCM_1"
"83","CD4 Naive"
"84","CD4 TCM_1"
"85","CD4 TCM_1"
"86","CD8 TEM_2"
"87","CD4 Naive"
"88","CD4 Naive"
"89","CD4 TCM_3"
"90","MAIT"
"91","CD4 Naive"
"92","CD4 TCM_1"
"93","B naive kappa"
"94","B naive kappa"
"95","B intermediate kappa"
"96","CD4 TCM_1"
"97","CD4 TEM_2"
"98","CD8 TEM_2"
"99","B naive kappa"
"100","CD8 TEM_2"
"101","CD8 Naive"
"102","MAIT"
"103","CD8 TEM_6"
"104","CD8 TEM_2"
"105","CD4 TCM_1"
"106","CD4 Naive"
"107","NK_2"
"108","CD8 Naive"
"109","dnT_2"
"110","CD4 TCM_3"
"111","MAIT"
"112","CD4 Naive"
"113","CD4 Naive"
"114","CD4 Naive"
"115","CD4 Naive"
"116","CD8 TEM_2"
"117","Eryth"
"118","CD14 Mono"
"119","B intermediate kappa"
"120","CD4 Naive"
"121","CD4 TCM_1"
"122","CD4 Naive"
"123","CD4 Naive"
"124","CD4 Naive"
"125","CD4 Naive"
"126","CD4 TCM_1"
"127","CD8 Naive"
"128","B naive kappa"
"129","CD8 TEM_2"
"130","CD4 Naive"
"131","Eryth"
"132","CD8 TEM_6"
"133","CD8 Naive"
"134","NK_CD56bright"
"135","CD8 TEM_6"
"136","CD4 TCM_1"
"137","CD8 TEM_6"
"138","CD4 TCM_1"
"139","NK_2"
"140","CD4 TCM_1"
"141","CD4 Naive"
"142","Platelet"
"143","CD4 Naive"
"144","MAIT"
"145","CD4 Naive"
"146","B naive kappa"
"147","dnT_2"
"148","CD4 Naive"
