"","x"
"1","CD4 TEM"
"2","Eryth"
"3","Eryth"
"4","CD4 Naive"
"5","CD4 Naive"
"6","CD4 Naive"
"7","CD8 TEM"
"8","B naive"
"9","B naive"
"10","CD8 TEM"
"11","CD4 Naive"
"12","CD8 Naive"
"13","Platelet"
"14","MAIT"
"15","CD8 Naive"
"16","CD8 Naive"
"17","CD4 Naive"
"18","CD16 Mono"
"19","CD4 TCM"
"20","CD4 TCM"
"21","CD4 TCM"
"22","Eryth"
"23","CD4 TCM"
"24","MAIT"
"25","Eryth"
"26","B naive"
"27","CD4 Naive"
"28","CD4 Naive"
"29","MAIT"
"30","Eryth"
"31","CD4 Naive"
"32","CD4 TCM"
"33","CD8 TEM"
"34","CD4 TCM"
"35","MAIT"
"36","B naive"
"37","MAIT"
"38","CD8 TEM"
"39","B naive"
"40","CD4 TEM"
"41","CD8 TEM"
"42","CD8 TEM"
"43","CD8 TEM"
"44","CD4 Naive"
"45","CD4 Naive"
"46","CD8 TEM"
"47","CD4 TCM"
"48","CD4 Naive"
"49","CD4 TEM"
"50","CD4 TCM"
"51","B intermediate"
"52","CD4 Naive"
"53","CD4 TCM"
"54","NK"
"55","Eryth"
"56","Eryth"
"57","CD8 Naive"
"58","CD4 TCM"
"59","CD4 Naive"
"60","B naive"
"61","CD4 TCM"
"62","CD4 TCM"
"63","CD8 Naive"
"64","CD4 TCM"
"65","ILC"
"66","CD4 TCM"
"67","MAIT"
"68","CD4 TCM"
"69","B naive"
"70","CD4 Naive"
"71","CD8 TEM"
"72","MAIT"
"73","Eryth"
"74","CD4 Naive"
"75","B naive"
"76","CD8 TEM"
"77","NK"
"78","CD4 Naive"
"79","CD8 TEM"
"80","B naive"
"81","Platelet"
"82","CD4 TCM"
"83","CD4 Naive"
"84","CD4 TCM"
"85","CD4 TCM"
"86","CD8 TEM"
"87","CD4 Naive"
"88","CD4 Naive"
"89","CD4 TCM"
"90","MAIT"
"91","CD4 Naive"
"92","CD4 TCM"
"93","B naive"
"94","B naive"
"95","B intermediate"
"96","CD4 TCM"
"97","CD4 TEM"
"98","CD8 TEM"
"99","B naive"
"100","CD8 TEM"
"101","CD8 Naive"
"102","CD4 TCM"
"103","CD8 TEM"
"104","CD8 TEM"
"105","CD4 TCM"
"106","CD4 Naive"
"107","NK"
"108","CD8 Naive"
"109","dnT"
"110","CD4 TCM"
"111","MAIT"
"112","CD4 Naive"
"113","CD4 Naive"
"114","CD4 Naive"
"115","CD4 Naive"
"116","CD8 TEM"
"117","Eryth"
"118","CD14 Mono"
"119","B intermediate"
"120","CD4 Naive"
"121","CD4 TCM"
"122","CD4 Naive"
"123","CD4 Naive"
"124","CD4 Naive"
"125","CD4 Naive"
"126","CD4 TCM"
"127","CD8 Naive"
"128","B naive"
"129","CD8 TEM"
"130","CD4 Naive"
"131","Eryth"
"132","CD8 TEM"
"133","CD8 Naive"
"134","NK_CD56bright"
"135","CD8 TEM"
"136","CD4 TCM"
"137","CD8 TEM"
"138","CD4 TCM"
"139","NK"
"140","CD4 TCM"
"141","CD4 Naive"
"142","Platelet"
"143","CD4 Naive"
"144","CD4 TCM"
"145","CD4 Naive"
"146","B naive"
"147","CD4 TCM"
"148","CD4 Naive"
"149","CD8 TEM"
"150","CD4 TCM"
"151","MAIT"
"152","CD8 TEM"
"153","CD4 TCM"
"154","CD4 Naive"
"155","CD4 TCM"
"156","HSPC"
"157","CD4 Naive"
"158","CD4 Naive"
"159","CD4 Naive"
"160","CD8 TEM"
"161","Eryth"
"162","CD4 TCM"
"163","CD4 Naive"
"164","CD4 Naive"
"165","CD8 Naive"
"166","CD8 TEM"
"167","CD4 TCM"
"168","CD4 TCM"
"169","CD4 Proliferating"
"170","CD8 TEM"
"171","B naive"
"172","CD4 Naive"
"173","CD8 Naive"
"174","B naive"
"175","CD4 TCM"
"176","CD4 Naive"
"177","CD4 Naive"
"178","CD8 TEM"
"179","CD8 Naive"
"180","CD4 Naive"
"181","B naive"
"182","CD4 Naive"
"183","Eryth"
"184","CD8 TEM"
"185","B naive"
"186","B naive"
"187","CD4 Proliferating"
"188","B naive"
"189","CD4 Naive"
"190","Platelet"
"191","CD4 Naive"
"192","CD16 Mono"
"193","Treg"
"194","CD4 Naive"
"195","B intermediate"
"196","CD4 Naive"
"197","Treg"
"198","HSPC"
"199","CD4 Naive"
"200","CD8 Naive"
"201","CD4 Naive"
"202","CD4 Naive"
"203","CD4 Naive"
"204","CD8 TEM"
"205","CD8 TEM"
"206","B naive"
"207","CD4 Naive"
"208","CD8 Naive"
"209","Eryth"
"210","CD4 Naive"
"211","B naive"
"212","CD4 TCM"
"213","CD4 Naive"
"214","ILC"
"215","CD8 Naive"
"216","CD4 Naive"
"217","CD4 Naive"
"218","CD4 TEM"
"219","CD4 TEM"
"220","CD4 Naive"
"221","CD8 TEM"
"222","CD8 TEM"
"223","CD4 Naive"
"224","CD8 Naive"
"225","MAIT"
"226","CD4 Naive"
"227","CD8 Naive"
"228","CD4 TCM"
"229","CD4 Naive"
"230","CD8 TEM"
"231","CD4 Naive"
"232","CD4 Naive"
"233","CD8 Naive"
"234","NK"
"235","CD4 Naive"
"236","CD4 Naive"
"237","CD4 Naive"
"238","CD4 Proliferating"
"239","CD4 Naive"
"240","CD8 TEM"
"241","NK"
"242","CD4 TCM"
"243","CD4 TCM"
"244","CD4 TCM"
"245","Eryth"
"246","CD8 Naive"
"247","Eryth"
"248","Platelet"
"249","B memory"
"250","pDC"
"251","NK"
"252","CD8 TEM"
"253","NK"
"254","CD4 Naive"
"255","Platelet"
"256","B intermediate"
"257","B intermediate"
"258","B naive"
"259","B naive"
"260","pDC"
"261","Eryth"
"262","B naive"
"263","Platelet"
"264","Eryth"
"265","Treg"
"266","B intermediate"
"267","CD4 TEM"
"268","CD4 Naive"
"269","CD4 Naive"
"270","B naive"
"271","Eryth"
"272","CD4 Naive"
"273","CD8 Naive"
"274","CD4 TCM"
"275","CD4 Naive"
"276","CD4 Naive"
"277","CD4 Naive"
"278","Eryth"
"279","Eryth"
"280","CD4 Naive"
"281","CD4 TCM"
"282","CD4 TCM"
"283","B naive"
"284","CD8 Naive"
"285","CD4 TCM"
"286","B naive"
"287","Eryth"
"288","MAIT"
"289","CD4 Naive"
"290","Eryth"
"291","CD4 Naive"
"292","CD8 Naive"
"293","B naive"
"294","B naive"
"295","B naive"
"296","CD4 Naive"
"297","CD4 Naive"
"298","CD4 Naive"
"299","B naive"
"300","CD8 TEM"
"301","CD8 Naive"
"302","CD4 TCM"
"303","B naive"
"304","CD4 Naive"
"305","CD4 Naive"
"306","CD4 Naive"
"307","CD4 Naive"
"308","CD4 Naive"
"309","CD4 TCM"
"310","CD4 Naive"
"311","MAIT"
"312","CD4 Naive"
"313","CD4 Naive"
"314","HSPC"
"315","B intermediate"
"316","NK"
"317","B naive"
"318","NK"
"319","CD4 Naive"
"320","B naive"
"321","B naive"
"322","B naive"
"323","CD16 Mono"
"324","NK"
"325","CD4 Naive"
"326","B naive"
"327","Platelet"
"328","CD4 Naive"
"329","B intermediate"
"330","MAIT"
"331","pDC"
"332","B naive"
"333","B naive"
"334","CD4 TCM"
"335","CD14 Mono"
"336","CD16 Mono"
"337","CD4 TCM"
"338","CD8 TEM"
"339","NK"
"340","B naive"
"341","CD4 TCM"
"342","MAIT"
"343","CD8 Naive"
"344","CD4 TCM"
"345","B naive"
"346","CD4 TCM"
"347","dnT"
"348","CD4 Naive"
"349","CD4 Naive"
"350","Eryth"
"351","B naive"
"352","B naive"
"353","CD4 Naive"
"354","CD4 TCM"
"355","CD4 Naive"
"356","B naive"
"357","CD8 TEM"
"358","CD4 TCM"
"359","B naive"
"360","CD8 Naive"
"361","CD4 Naive"
"362","NK"
"363","CD4 Naive"
"364","CD8 Naive"
"365","B naive"
"366","CD4 Naive"
"367","B naive"
"368","Eryth"
"369","B naive"
"370","Eryth"
"371","CD4 Naive"
"372","Eryth"
"373","CD4 Naive"
"374","CD8 Naive"
"375","CD4 Naive"
"376","CD4 TCM"
"377","CD4 TCM"
"378","CD8 TEM"
"379","Eryth"
"380","Eryth"
"381","CD4 Naive"
"382","CD4 Naive"
"383","Eryth"
"384","CD4 TCM"
"385","CD8 Naive"
"386","B naive"
"387","Platelet"
"388","B naive"
"389","CD4 Naive"
"390","CD4 Naive"
"391","CD8 TEM"
"392","CD8 Naive"
"393","CD8 Naive"
"394","CD4 Naive"
"395","CD14 Mono"
"396","CD4 Naive"
"397","pDC"
"398","CD4 Naive"
"399","B naive"
"400","Eryth"
"401","CD8 Naive"
"402","CD4 TCM"
"403","CD4 Naive"
"404","B naive"
"405","NK"
"406","CD4 TCM"
"407","CD8 TEM"
"408","Platelet"
"409","CD4 TCM"
"410","CD4 Naive"
"411","Eryth"
"412","CD4 Naive"
"413","CD8 Naive"
"414","Eryth"
"415","CD4 TCM"
"416","CD4 TCM"
"417","CD8 TEM"
"418","B naive"
"419","CD14 Mono"
"420","Eryth"
"421","CD4 TCM"
"422","CD4 TCM"
"423","CD4 TCM"
"424","MAIT"
"425","CD16 Mono"
"426","CD4 TCM"
"427","CD8 Naive"
"428","NK"
"429","CD4 Naive"
"430","CD4 Naive"
"431","MAIT"
"432","MAIT"
"433","Treg"
"434","CD4 Naive"
"435","CD4 TCM"
"436","CD8 TEM"
"437","CD4 Naive"
"438","B intermediate"
"439","CD14 Mono"
"440","B memory"
"441","CD14 Mono"
"442","CD4 Naive"
"443","CD8 TEM"
"444","CD4 TCM"
"445","CD4 Naive"
"446","CD8 TEM"
"447","CD4 TCM"
"448","MAIT"
"449","CD4 TCM"
"450","CD4 Naive"
"451","MAIT"
"452","CD8 TEM"
"453","CD4 TCM"
"454","CD8 TEM"
"455","CD4 Naive"
"456","CD8 Naive"
"457","CD4 Naive"
"458","CD4 TCM"
"459","CD4 Naive"
"460","CD4 Naive"
"461","CD4 TCM"
"462","pDC"
"463","Treg"
"464","CD8 Naive"
"465","CD8 TEM"
"466","CD4 Naive"
"467","CD4 Naive"
"468","B naive"
"469","CD4 Naive"
"470","CD8 Naive"
"471","Eryth"
"472","CD4 Naive"
"473","B naive"
"474","B naive"
"475","B naive"
"476","B naive"
"477","CD8 TEM"
"478","B naive"
"479","B naive"
"480","CD4 Naive"
"481","pDC"
"482","CD4 Naive"
"483","CD4 Naive"
"484","B naive"
"485","CD4 Naive"
"486","Treg"
"487","CD4 Naive"
"488","B naive"
"489","CD8 Naive"
"490","Platelet"
