"","x"
"1","CD4 T"
"2","CD8 T"
"3","CD4 T"
"4","CD4 T"
"5","CD4 T"
"6","B"
"7","CD4 T"
"8","DC"
"9","CD8 T"
"10","other T"
"11","CD4 T"
"12","CD4 T"
"13","CD8 T"
"14","CD8 T"
"15","CD4 T"
"16","CD4 T"
"17","CD4 T"
"18","CD4 T"
"19","CD4 T"
"20","NK"
"21","other T"
"22","other T"
"23","CD8 T"
"24","CD4 T"
"25","other T"
"26","CD4 T"
"27","CD4 T"
"28","other T"
"29","CD8 T"
"30","CD4 T"
"31","CD4 T"
"32","CD8 T"
"33","CD4 T"
"34","CD4 T"
"35","CD4 T"
"36","CD4 T"
"37","CD8 T"
"38","CD4 T"
"39","CD8 T"
"40","CD4 T"
"41","CD8 T"
"42","CD4 T"
"43","CD4 T"
"44","CD8 T"
"45","NK"
"46","CD4 T"
"47","CD4 T"
"48","CD4 T"
"49","other"
"50","other T"
"51","CD8 T"
"52","CD4 T"
"53","CD8 T"
"54","CD4 T"
"55","CD4 T"
"56","CD4 T"
"57","CD4 T"
"58","CD8 T"
"59","CD8 T"
"60","CD4 T"
"61","other T"
"62","CD8 T"
"63","CD4 T"
"64","CD8 T"
"65","CD4 T"
"66","CD8 T"
"67","CD4 T"
"68","other T"
"69","CD4 T"
"70","CD4 T"
"71","CD4 T"
"72","other T"
"73","other T"
"74","Mono"
"75","NK"
"76","CD4 T"
"77","CD4 T"
"78","B"
"79","CD4 T"
"80","CD4 T"
"81","CD4 T"
"82","CD4 T"
"83","CD4 T"
"84","CD8 T"
"85","CD4 T"
"86","B"
"87","CD8 T"
"88","CD4 T"
"89","CD4 T"
"90","CD4 T"
"91","CD4 T"
"92","CD4 T"
"93","CD4 T"
"94","CD4 T"
"95","other"
"96","CD4 T"
"97","other T"
"98","CD4 T"
"99","CD4 T"
"100","CD4 T"
"101","CD4 T"
"102","CD4 T"
"103","other T"
"104","CD4 T"
"105","B"
"106","CD4 T"
"107","CD4 T"
"108","CD8 T"
"109","NK"
"110","CD4 T"
"111","CD8 T"
"112","CD8 T"
"113","other T"
"114","CD4 T"
"115","CD4 T"
"116","other T"
"117","CD4 T"
"118","CD8 T"
"119","CD4 T"
"120","B"
"121","CD4 T"
"122","CD4 T"
"123","Mono"
"124","CD4 T"
"125","CD4 T"
"126","CD4 T"
"127","CD4 T"
"128","CD4 T"
"129","Mono"
"130","CD8 T"
"131","B"
"132","CD8 T"
"133","B"
"134","CD4 T"
"135","CD4 T"
"136","CD4 T"
"137","CD4 T"
"138","NK"
"139","Mono"
"140","CD4 T"
"141","CD4 T"
"142","other T"
"143","CD4 T"
"144","CD4 T"
"145","CD4 T"
"146","CD4 T"
"147","CD8 T"
"148","CD8 T"
"149","CD8 T"
"150","CD4 T"
"151","CD4 T"
"152","CD4 T"
"153","CD4 T"
"154","CD4 T"
"155","CD8 T"
"156","CD4 T"
"157","CD4 T"
"158","CD4 T"
"159","CD4 T"
"160","CD4 T"
"161","CD4 T"
"162","CD4 T"
"163","CD4 T"
"164","B"
"165","CD4 T"
"166","CD4 T"
"167","CD8 T"
"168","CD4 T"
"169","CD4 T"
"170","CD4 T"
"171","CD4 T"
"172","CD4 T"
"173","B"
"174","CD4 T"
"175","CD4 T"
"176","CD4 T"
"177","CD4 T"
"178","CD4 T"
"179","CD4 T"
"180","CD4 T"
"181","CD4 T"
"182","CD8 T"
"183","CD8 T"
"184","CD8 T"
"185","NK"
"186","CD4 T"
"187","CD4 T"
"188","CD4 T"
"189","CD4 T"
"190","other T"
"191","B"
"192","CD4 T"
"193","CD4 T"
"194","CD8 T"
"195","CD8 T"
"196","CD8 T"
"197","CD4 T"
"198","DC"
"199","CD4 T"
"200","B"
"201","CD4 T"
"202","B"
"203","CD4 T"
"204","other T"
"205","CD8 T"
"206","CD8 T"
"207","CD4 T"
"208","CD8 T"
"209","CD4 T"
"210","CD8 T"
"211","CD4 T"
"212","NK"
"213","B"
"214","CD4 T"
"215","CD4 T"
"216","other T"
"217","other T"
"218","other T"
"219","CD8 T"
"220","B"
"221","CD4 T"
"222","CD4 T"
"223","CD8 T"
"224","CD4 T"
"225","other T"
"226","other T"
"227","CD4 T"
"228","CD4 T"
"229","CD8 T"
"230","CD4 T"
"231","other T"
"232","other T"
"233","CD8 T"
"234","CD4 T"
"235","CD4 T"
"236","other T"
"237","CD4 T"
"238","NK"
"239","CD8 T"
"240","CD4 T"
"241","CD4 T"
"242","Mono"
"243","CD8 T"
"244","CD8 T"
"245","CD4 T"
"246","CD8 T"
"247","Mono"
"248","B"
"249","CD4 T"
"250","CD8 T"
"251","CD8 T"
"252","NK"
"253","CD4 T"
"254","CD8 T"
"255","CD4 T"
"256","CD4 T"
"257","CD4 T"
"258","other T"
"259","CD8 T"
"260","CD4 T"
"261","CD4 T"
"262","B"
"263","B"
"264","CD8 T"
"265","B"
"266","CD8 T"
"267","CD4 T"
"268","CD4 T"
"269","CD4 T"
"270","CD4 T"
"271","CD8 T"
"272","other T"
"273","CD4 T"
"274","CD4 T"
"275","CD4 T"
"276","CD4 T"
"277","CD4 T"
"278","CD8 T"
"279","CD4 T"
"280","other T"
"281","B"
"282","CD4 T"
"283","other T"
"284","CD4 T"
"285","CD4 T"
"286","NK"
"287","CD4 T"
"288","CD8 T"
"289","CD4 T"
"290","CD4 T"
"291","CD4 T"
"292","CD4 T"
"293","CD8 T"
"294","CD4 T"
"295","CD4 T"
"296","CD8 T"
"297","CD4 T"
"298","NK"
"299","CD4 T"
"300","CD8 T"
"301","B"
"302","CD4 T"
"303","CD4 T"
"304","B"
"305","CD8 T"
"306","CD4 T"
"307","CD4 T"
"308","CD4 T"
"309","Mono"
"310","CD4 T"
"311","CD4 T"
"312","CD4 T"
"313","CD4 T"
"314","CD4 T"
"315","CD4 T"
"316","CD4 T"
"317","CD4 T"
"318","DC"
"319","CD4 T"
"320","CD4 T"
"321","CD4 T"
"322","CD4 T"
"323","CD4 T"
"324","B"
"325","other T"
"326","CD4 T"
"327","other T"
"328","CD4 T"
"329","CD4 T"
"330","CD8 T"
"331","CD4 T"
"332","CD4 T"
"333","CD4 T"
"334","CD4 T"
"335","CD4 T"
"336","CD8 T"
"337","CD4 T"
"338","CD4 T"
"339","B"
"340","other T"
"341","CD4 T"
"342","CD4 T"
"343","NK"
"344","CD4 T"
"345","CD4 T"
"346","CD4 T"
"347","CD4 T"
"348","CD4 T"
"349","CD8 T"
"350","CD4 T"
"351","CD4 T"
"352","CD8 T"
"353","other T"
"354","CD4 T"
"355","B"
"356","CD4 T"
"357","CD4 T"
"358","other T"
"359","CD8 T"
"360","CD8 T"
"361","CD4 T"
"362","CD4 T"
"363","CD4 T"
"364","CD4 T"
"365","B"
"366","CD4 T"
"367","CD8 T"
"368","B"
"369","NK"
