"","x"
"1","CD4 TCM_1"
"2","CD4 Naive"
"3","CD4 TCM_2"
"4","CD4 Naive"
"5","CD4 TCM_3"
"6","B intermediate kappa"
"7","CD4 TCM_1"
"8","cDC2_2"
"9","CD8 Naive"
"10","MAIT"
"11","CD4 Naive"
"12","CD4 Naive"
"13","CD8 TEM_2"
"14","CD8 TEM_2"
"15","Treg Memory"
"16","CD4 TCM_1"
"17","CD4 TCM_1"
"18","CD4 TCM_1"
"19","CD4 TCM_1"
"20","NK_2"
"21","MAIT"
"22","MAIT"
"23","CD8 TEM_2"
"24","CD4 Naive"
"25","MAIT"
"26","CD4 TEM_2"
"27","Treg Memory"
"28","dnT_2"
"29","CD8 Naive"
"30","CD4 Naive"
"31","CD4 TCM_3"
"32","CD8 Naive"
"33","CD4 Naive"
"34","CD4 TCM_1"
"35","CD4 Naive"
"36","Treg Memory"
"37","CD8 Naive_2"
"38","CD4 Naive"
"39","CD8 Naive"
"40","CD4 Naive"
"41","CD8 TEM_6"
"42","CD4 Naive"
"43","CD4 TCM_1"
"44","CD4 Naive"
"45","NK_2"
"46","Treg Memory"
"47","Treg Memory"
"48","CD4 Naive"
"49","HSPC"
"50","dnT_2"
"51","CD4 Naive"
"52","CD4 TCM_1"
"53","CD4 CTL"
"54","Treg Memory"
"55","CD4 Naive"
"56","Treg Memory"
"57","CD4 Naive"
"58","CD4 TCM_1"
"59","CD8 TEM_2"
"60","CD4 TCM_1"
"61","gdT_1"
"62","CD8 TEM_2"
"63","CD4 TCM_3"
"64","CD8 Naive"
"65","CD4 Naive"
"66","CD8 TEM_6"
"67","CD4 TCM_1"
"68","MAIT"
"69","CD4 Naive"
"70","CD4 Naive"
"71","CD4 Naive"
"72","MAIT"
"73","gdT_1"
"74","CD16 Mono"
"75","NK_2"
"76","CD4 TCM_1"
"77","CD4 Naive"
"78","B naive kappa"
"79","CD4 TCM_3"
"80","CD4 Naive"
"81","CD4 Naive"
"82","CD8 TEM_2"
"83","CD4 TCM_3"
"84","CD8 TEM_2"
"85","CD4 Naive"
"86","B naive kappa"
"87","CD8 Naive"
"88","CD4 Naive"
"89","CD4 TCM_3"
"90","CD4 Naive"
"91","CD4 Naive"
"92","CD4 Naive"
"93","dnT_2"
"94","CD4 TCM_1"
"95","HSPC"
"96","CD4 Naive"
"97","dnT_2"
"98","CD4 TEM_2"
"99","CD4 TCM_1"
"100","CD4 Naive"
"101","CD4 TCM_1"
"102","CD4 TCM_1"
"103","MAIT"
"104","CD4 TCM_1"
"105","Plasma"
"106","CD4 TCM_1"
"107","Treg Memory"
"108","CD8 Naive"
"109","NK_4"
"110","CD4 TCM_1"
"111","CD8 TEM_2"
"112","CD8 TEM_2"
"113","dnT_2"
"114","CD4 Naive"
"115","CD4 Naive"
"116","dnT_2"
"117","CD4 Naive"
"118","CD8 Naive"
"119","CD4 Naive"
"120","B intermediate kappa"
"121","CD4 TCM_1"
"122","CD4 TCM_1"
"123","CD16 Mono"
"124","Treg Memory"
"125","CD4 TCM_1"
"126","CD4 Naive"
"127","CD4 TCM_1"
"128","CD4 TCM_1"
"129","CD16 Mono"
"130","CD8 TEM_6"
"131","B memory kappa"
"132","CD8 TCM_3"
"133","B naive kappa"
"134","CD4 TCM_1"
"135","CD4 Naive"
"136","CD4 Naive"
"137","CD4 Naive"
"138","NK_2"
"139","Platelet"
"140","CD4 TCM_1"
"141","CD4 Naive"
"142","gdT_1"
"143","Treg Memory"
"144","CD4 Naive"
"145","CD4 TCM_1"
"146","CD4 Naive"
"147","CD8 Naive"
"148","CD8 TEM_2"
