"","x"
"1","CD4 Naive"
"2","Eryth"
"3","CD4 Naive"
"4","Eryth"
"5","Eryth"
"6","CD8 Naive"
"7","Eryth"
"8","CD4 TCM_1"
"9","CD4 TEM_2"
"10","NK_2"
"11","CD4 TCM_1"
"12","cDC2_2"
"13","B naive kappa"
"14","Eryth"
"15","CD8 TEM_6"
"16","B naive kappa"
"17","MAIT"
"18","NK_2"
"19","B naive kappa"
"20","MAIT"
"21","CD16 Mono"
"22","CD4 TEM_2"
"23","CD4 TCM_1"
"24","CD4 TCM_1"
"25","CD4 TCM_1"
"26","CD8 Naive"
"27","CD4 TCM_3"
"28","CD4 TCM_1"
"29","CD4 Naive"
"30","Eryth"
"31","CD4 Naive"
"32","B naive kappa"
"33","CD8 TEM_1"
"34","CD4 Naive"
"35","B intermediate kappa"
"36","CD14 Mono"
"37","Eryth"
"38","CD8 TEM_6"
"39","CD8 TEM_2"
"40","CD4 Naive"
"41","CD4 Naive"
"42","CD8 TEM_6"
"43","CD4 TCM_1"
"44","NK_2"
"45","NK_2"
"46","CD8 TEM_2"
"47","CD4 Naive"
"48","CD8 TEM_2"
"49","CD8 Naive"
"50","cDC2_2"
"51","CD8 TEM_6"
"52","NK_2"
"53","B naive kappa"
"54","CD4 Naive"
"55","Eryth"
"56","CD4 TCM_1"
"57","CD4 Naive"
"58","NK_CD56bright"
"59","CD4 Naive"
"60","CD4 TEM_2"
"61","B naive kappa"
"62","CD4 Naive"
"63","CD14 Mono"
"64","CD4 TCM_1"
"65","CD4 Naive"
"66","CD4 TCM_1"
"67","CD8 Naive"
"68","CD4 TCM_1"
"69","CD4 TCM_3"
"70","NK_2"
"71","NK_CD56bright"
"72","CD4 TCM_1"
"73","CD4 Naive"
"74","Eryth"
"75","NK_2"
"76","CD4 TCM_1"
"77","B naive kappa"
"78","MAIT"
"79","CD4 Naive"
"80","CD8 TEM_1"
"81","CD4 TCM_1"
"82","CD4 TCM_1"
"83","CD8 TEM_2"
"84","CD4 TCM_1"
"85","CD4 TCM_1"
"86","Treg Memory"
"87","CD4 TCM_1"
"88","CD16 Mono"
"89","CD4 TCM_3"
"90","CD4 Naive"
"91","B naive kappa"
"92","CD4 Naive"
"93","MAIT"
"94","CD4 Naive"
"95","CD4 Naive"
"96","CD8 TEM_6"
"97","MAIT"
"98","CD4 Naive"
"99","MAIT"
"100","NK_2"
"101","B naive kappa"
"102","CD4 Naive"
"103","Treg Memory"
"104","CD8 TEM_6"
"105","CD4 TCM_1"
"106","CD4 TEM_1"
"107","MAIT"
"108","B naive kappa"
"109","MAIT"
"110","CD4 Naive"
"111","Treg Memory"
"112","CD4 Naive"
"113","CD4 TCM_1"
"114","NK_4"
"115","B naive kappa"
"116","NK_2"
"117","CD8 TEM_2"
"118","CD8 TEM_2"
"119","CD8 Naive"
"120","CD4 Naive"
"121","CD4 Naive"
"122","CD8 TEM_2"
"123","CD4 Naive"
"124","CD4 Naive"
"125","CD14 Mono"
"126","CD4 TCM_1"
"127","CD4 TCM_1"
"128","B naive kappa"
"129","NK_2"
"130","CD4 TCM_1"
"131","CD8 TEM_2"
"132","MAIT"
"133","CD8 TEM_2"
"134","CD8 TEM_2"
"135","NK_2"
"136","Eryth"
"137","CD4 Naive"
"138","Eryth"
"139","Eryth"
"140","MAIT"
"141","NK_2"
"142","CD14 Mono"
"143","Eryth"
"144","NK_2"
"145","CD14 Mono"
"146","dnT_2"
"147","B naive kappa"
"148","MAIT"
"149","Eryth"
"150","Eryth"
"151","CD4 Naive"
"152","CD8 TEM_2"
"153","CD4 Naive"
"154","CD4 TCM_1"
"155","CD4 Naive"
"156","CD4 TCM_1"
"157","CD8 TEM_6"
"158","CD8 TEM_6"
"159","MAIT"
"160","CD8 TEM_2"
"161","NK_4"
"162","MAIT"
"163","CD4 Naive"
"164","CD4 Naive"
"165","B naive kappa"
"166","CD4 Naive"
"167","NK_4"
"168","Eryth"
"169","CD4 TCM_1"
"170","CD4 Naive"
"171","CD4 Naive"
"172","Eryth"
"173","MAIT"
"174","CD8 TEM_6"
"175","CD4 TEM_2"
"176","CD8 Naive"
"177","B naive kappa"
"178","MAIT"
"179","CD8 Naive"
"180","Treg Memory"
"181","B naive kappa"
"182","MAIT"
"183","Treg Memory"
"184","CD4 Naive"
"185","B intermediate kappa"
"186","CD4 Naive"
"187","CD8 TEM_2"
"188","CD8 TEM_2"
"189","CD4 Naive"
"190","B naive kappa"
"191","CD4 TCM_1"
"192","MAIT"
"193","CD4 Naive"
"194","CD14 Mono"
"195","cDC2_2"
"196","CD14 Mono"
"197","CD4 Naive"
"198","CD4 TCM_1"
"199","CD4 TCM_1"
"200","CD4 Naive"
"201","CD8 TEM_2"
"202","CD4 TCM_1"
"203","CD4 TCM_1"
"204","CD8 TEM_6"
"205","CD4 Naive"
"206","CD4 TCM_1"
"207","CD8 TEM_2"
"208","B naive kappa"
"209","CD4 TCM_1"
"210","CD4 Naive"
"211","CD16 Mono"
"212","B naive kappa"
"213","B intermediate kappa"
"214","CD8 Naive"
"215","MAIT"
"216","CD4 TCM_1"
"217","CD14 Mono"
"218","CD8 TEM_2"
"219","CD4 Naive"
"220","Eryth"
"221","CD4 Naive"
"222","CD8 TEM_2"
"223","CD4 TCM_1"
"224","CD4 Naive"
"225","gdT_4"
"226","MAIT"
"227","CD16 Mono"
"228","CD8 TEM_2"
"229","CD4 Naive"
"230","CD8 TEM_2"
"231","NK_2"
"232","CD4 TCM_1"
"233","CD4 Naive"
"234","CD8 Naive"
"235","CD8 Naive"
"236","CD4 Naive"
"237","CD8 Naive"
"238","CD4 Naive"
"239","CD8 TEM_1"
"240","NK_2"
"241","CD14 Mono"
"242","CD4 Naive"
"243","Treg Memory"
"244","CD8 TEM_6"
"245","NK_2"
"246","CD4 Naive"
"247","NK_2"
"248","CD4 TCM_1"
"249","B naive kappa"
"250","MAIT"
"251","CD4 TCM_3"
"252","CD4 Naive"
"253","CD8 TEM_6"
"254","B naive kappa"
"255","CD8 TEM_6"
"256","B naive kappa"
"257","CD4 Naive"
"258","cDC2_2"
"259","CD4 Naive"
"260","CD8 Naive"
"261","CD4 TCM_1"
"262","CD4 Naive"
"263","CD4 TCM_1"
"264","NK_2"
"265","CD8 TEM_6"
"266","B naive kappa"
"267","MAIT"
"268","CD14 Mono"
"269","B naive kappa"
"270","CD4 TCM_1"
"271","B naive kappa"
"272","CD4 TCM_1"
"273","CD4 Naive"
"274","B naive kappa"
"275","CD4 TCM_1"
"276","CD8 TEM_2"
"277","MAIT"
"278","CD8 TEM_2"
"279","B naive kappa"
"280","B naive kappa"
"281","CD4 TCM_1"
"282","CD8 TEM_2"
"283","Treg Memory"
"284","CD4 Naive"
"285","B intermediate kappa"
"286","CD8 TEM_6"
"287","CD4 Naive"
"288","B intermediate kappa"
"289","CD8 Naive"
"290","CD4 Naive"
"291","CD4 Naive"
"292","Treg Memory"
"293","CD8 Naive"
"294","CD4 Naive"
"295","NK_CD56bright"
"296","CD4 Naive"
"297","CD4 Naive"
"298","CD4 TCM_1"
"299","CD8 Naive"
"300","Eryth"
"301","CD8 Naive"
"302","CD8 TEM_2"
"303","CD4 Naive"
"304","CD4 TCM_1"
"305","CD8 Naive"
"306","MAIT"
"307","CD8 TEM_6"
"308","Treg Memory"
"309","B naive kappa"
"310","MAIT"
"311","B naive kappa"
"312","CD4 Naive"
"313","CD4 TCM_3"
"314","CD4 TCM_1"
"315","CD4 TCM_3"
"316","B naive kappa"
"317","CD4 TCM_1"
"318","B naive kappa"
"319","CD4 Naive"
"320","CD8 TEM_2"
"321","B intermediate kappa"
"322","CD8 Naive"
"323","CD4 Naive"
"324","CD4 Naive"
"325","CD4 Naive"
"326","CD4 TCM_1"
"327","CD8 Naive"
"328","CD4 Naive"
"329","CD8 TEM_2"
"330","B naive kappa"
"331","CD4 Naive"
"332","CD4 Naive"
"333","CD8 Naive"
"334","B naive kappa"
"335","Treg Memory"
"336","CD4 Naive"
"337","CD4 TCM_1"
"338","CD4 Naive"
"339","CD8 TEM_2"
