"","x"
"1","CD4 T"
"2","CD4 T"
"3","CD4 T"
"4","other"
"5","other"
"6","CD8 T"
"7","other"
"8","CD4 T"
"9","CD4 T"
"10","NK"
"11","CD4 T"
"12","DC"
"13","B"
"14","other"
"15","CD8 T"
"16","B"
"17","other T"
"18","NK"
"19","B"
"20","other T"
"21","Mono"
"22","CD4 T"
"23","CD4 T"
"24","CD4 T"
"25","CD4 T"
"26","CD8 T"
"27","CD4 T"
"28","CD4 T"
"29","CD4 T"
"30","other"
"31","CD4 T"
"32","B"
"33","CD8 T"
"34","CD4 T"
"35","B"
"36","Mono"
"37","other"
"38","CD8 T"
"39","CD8 T"
"40","CD4 T"
"41","CD4 T"
"42","CD8 T"
"43","CD4 T"
"44","NK"
"45","NK"
"46","CD8 T"
"47","CD4 T"
"48","CD8 T"
"49","CD8 T"
"50","DC"
"51","CD8 T"
"52","NK"
"53","B"
"54","CD4 T"
"55","other"
"56","CD4 T"
"57","CD4 T"
"58","NK"
"59","CD4 T"
"60","CD4 T"
"61","B"
"62","CD4 T"
"63","Mono"
"64","CD4 T"
"65","CD4 T"
"66","CD4 T"
"67","CD8 T"
"68","CD4 T"
"69","CD4 T"
"70","NK"
"71","NK"
"72","CD4 T"
"73","CD4 T"
"74","other"
"75","NK"
"76","CD4 T"
"77","B"
"78","other T"
"79","CD4 T"
"80","CD8 T"
"81","CD4 T"
"82","CD4 T"
"83","CD8 T"
"84","CD8 T"
"85","CD4 T"
"86","CD4 T"
"87","CD4 T"
"88","Mono"
"89","CD4 T"
"90","CD4 T"
"91","B"
"92","CD4 T"
"93","other T"
"94","CD4 T"
"95","CD4 T"
"96","CD8 T"
"97","other T"
"98","CD4 T"
"99","CD4 T"
"100","NK"
"101","B"
"102","CD4 T"
"103","CD4 T"
"104","CD8 T"
"105","CD4 T"
"106","CD4 T"
"107","other T"
"108","B"
"109","other T"
"110","CD4 T"
"111","CD4 T"
"112","CD4 T"
"113","CD4 T"
"114","NK"
"115","B"
"116","NK"
"117","CD8 T"
"118","CD8 T"
"119","CD8 T"
"120","CD4 T"
"121","CD4 T"
"122","CD8 T"
"123","CD4 T"
"124","CD4 T"
"125","Mono"
"126","CD4 T"
"127","CD4 T"
"128","B"
"129","NK"
"130","CD4 T"
"131","CD8 T"
"132","other T"
"133","CD8 T"
"134","CD8 T"
"135","NK"
"136","other"
"137","CD4 T"
"138","other"
"139","other"
"140","other T"
"141","NK"
"142","Mono"
"143","other"
"144","NK"
"145","Mono"
"146","CD4 T"
"147","B"
"148","other T"
"149","other"
"150","other"
"151","CD4 T"
"152","CD8 T"
"153","CD4 T"
"154","CD4 T"
"155","CD4 T"
"156","CD4 T"
"157","CD8 T"
"158","CD8 T"
"159","other T"
