"","x"
"1","CD4 Naive"
"2","CD4 TCM"
"3","CD4 TCM"
"4","Eryth"
"5","Eryth"
"6","CD8 Naive"
"7","Eryth"
"8","CD4 TCM"
"9","CD4 TEM"
"10","NK"
"11","CD4 TCM"
"12","cDC2"
"13","B naive"
"14","Eryth"
"15","CD8 TEM"
"16","B naive"
"17","MAIT"
"18","NK"
"19","B naive"
"20","MAIT"
"21","CD16 Mono"
"22","CD4 TEM"
"23","CD4 TCM"
"24","CD4 TCM"
"25","CD4 TCM"
"26","CD8 Naive"
"27","CD4 TCM"
"28","CD4 TCM"
"29","CD4 Naive"
"30","Eryth"
"31","CD4 Naive"
"32","B naive"
"33","CD8 TEM"
"34","CD4 Naive"
"35","B memory"
"36","CD14 Mono"
"37","Eryth"
"38","CD8 TEM"
"39","CD8 TEM"
"40","CD4 Naive"
"41","CD4 Naive"
"42","CD8 TEM"
"43","CD4 TCM"
"44","NK"
"45","NK"
"46","CD8 TEM"
"47","CD4 Naive"
"48","CD8 TEM"
"49","CD8 Naive"
"50","cDC2"
"51","CD8 TEM"
"52","NK"
"53","B naive"
"54","CD4 Naive"
"55","Eryth"
"56","CD4 TCM"
"57","CD4 Naive"
"58","NK_CD56bright"
"59","CD4 Naive"
"60","CD4 TEM"
"61","B naive"
"62","CD4 Naive"
"63","CD14 Mono"
"64","CD4 TCM"
"65","CD4 Naive"
"66","CD4 TCM"
"67","CD8 Naive"
"68","CD4 TEM"
"69","CD4 TCM"
"70","NK"
"71","NK_CD56bright"
"72","CD4 TCM"
"73","CD4 Naive"
"74","Eryth"
"75","NK"
"76","CD4 TCM"
"77","B naive"
"78","MAIT"
"79","CD4 Naive"
"80","CD8 TEM"
"81","CD4 TCM"
"82","CD4 TCM"
"83","CD8 TEM"
"84","CD8 TEM"
"85","CD4 TCM"
"86","Treg"
"87","CD4 TCM"
"88","CD16 Mono"
"89","CD4 TCM"
"90","CD4 Naive"
"91","B naive"
"92","CD4 Naive"
"93","MAIT"
"94","CD4 Naive"
"95","CD4 Naive"
"96","CD8 TEM"
"97","MAIT"
"98","CD4 Naive"
"99","CD4 TCM"
"100","NK"
"101","B naive"
"102","CD4 Naive"
