"","x"
"1","B naive kappa"
"2","B naive kappa"
"3","B naive kappa"
"4","CD4 Naive"
"5","CD4 TCM_3"
"6","B intermediate kappa"
"7","CD4 Naive"
"8","Eryth"
"9","CD4 Naive"
"10","CD8 TEM_2"
"11","CD4 Naive"
"12","Eryth"
"13","Eryth"
"14","CD4 Naive"
"15","CD4 Naive"
"16","CD4 TCM_1"
"17","B naive kappa"
"18","CD14 Mono"
"19","CD8 TEM_2"
"20","CD4 TCM_1"
"21","B naive kappa"
"22","NK_CD56bright"
"23","CD4 Naive"
"24","CD4 TCM_1"
"25","dnT_2"
"26","CD4 Naive"
"27","CD4 Naive"
"28","Eryth"
"29","CD4 TCM_3"
"30","CD4 TCM_1"
"31","CD8 TEM_6"
"32","B naive kappa"
"33","MAIT"
"34","CD8 TEM_2"
"35","CD8 TEM_6"
"36","NK_2"
"37","pDC"
"38","NK_2"
"39","CD14 Mono"
"40","CD8 Naive"
"41","CD8 Naive"
"42","CD8 TEM_6"
"43","CD4 Naive"
"44","CD4 Naive"
"45","cDC2_2"
"46","B naive kappa"
"47","CD4 Naive"
"48","B naive kappa"
"49","Eryth"
"50","CD8 TEM_2"
"51","B naive kappa"
"52","CD4 TCM_1"
"53","CD4 TCM_3"
"54","B memory kappa"
"55","CD8 TEM_6"
"56","B naive kappa"
"57","CD4 TCM_3"
"58","CD8 TEM_6"
"59","MAIT"
"60","CD4 TCM_1"
"61","CD4 TCM_3"
"62","Treg Memory"
"63","Treg Memory"
"64","CD8 TEM_6"
"65","CD14 Mono"
"66","Eryth"
"67","B naive lambda"
"68","CD4 TCM_1"
"69","Eryth"
"70","CD8 TEM_6"
"71","CD4 TCM_1"
"72","Eryth"
"73","B naive kappa"
"74","CD4 Naive"
"75","Eryth"
"76","MAIT"
"77","CD8 TEM_1"
"78","Eryth"
"79","CD8 TEM_6"
"80","CD4 Naive"
"81","CD4 Naive"
"82","CD4 TCM_1"
"83","CD16 Mono"
"84","NK_2"
"85","CD4 Naive"
"86","B intermediate kappa"
"87","CD8 TEM_6"
"88","NK_2"
"89","NK_2"
"90","CD4 Naive"
"91","NK_2"
"92","CD4 Naive"
"93","NK_2"
"94","Eryth"
"95","CD4 Naive"
"96","CD4 TCM_1"
"97","CD4 Naive"
"98","MAIT"
"99","CD4 Naive"
"100","CD8 TEM_2"
"101","CD8 TEM_2"
"102","CD8 Naive"
"103","CD4 TCM_1"
"104","gdT_3"
"105","CD4 TCM_1"
"106","B naive kappa"
"107","CD4 Naive"
"108","CD8 TEM_6"
"109","NK_2"
"110","CD4 Naive"
"111","CD4 Naive"
"112","dnT_2"
"113","CD4 TCM_1"
"114","B naive kappa"
"115","B naive kappa"
"116","CD4 TCM_3"
"117","CD4 TCM_1"
"118","CD4 Naive"
"119","CD4 Naive"
"120","MAIT"
"121","CD8 TEM_6"
"122","CD4 Naive"
"123","CD4 Naive"
"124","MAIT"
"125","CD8 TEM_6"
"126","NK_2"
"127","CD8 TEM_2"
"128","MAIT"
"129","CD4 Naive"
"130","CD4 Naive"
"131","CD4 TCM_1"
"132","B naive kappa"
"133","CD4 Naive"
"134","CD4 TCM_1"
"135","Treg Memory"
"136","CD4 Naive"
"137","CD4 Naive"
"138","CD4 Naive"
"139","CD4 Naive"
"140","B naive kappa"
"141","CD4 TCM_2"
"142","CD8 TEM_6"
"143","CD8 TEM_2"
"144","B naive kappa"
"145","CD8 Naive"
"146","CD4 TCM_1"
"147","CD8 TEM_6"
"148","CD8 TEM_2"
"149","B naive kappa"
"150","CD4 Naive"
"151","CD4 Naive"
"152","Eryth"
"153","pDC"
"154","CD4 Naive"
"155","CD4 Naive"
"156","CD14 Mono"
"157","CD8 TEM_2"
"158","CD4 TCM_1"
"159","dnT_2"
"160","Eryth"
"161","CD8 TEM_2"
"162","CD4 Naive"
"163","Treg Memory"
"164","Eryth"
"165","CD4 TEM_1"
"166","CD8 TEM_2"
"167","CD8 TEM_6"
"168","MAIT"
"169","CD14 Mono"
"170","MAIT"
"171","Treg Memory"
"172","B memory lambda"
"173","CD4 Naive"
"174","NK_2"
"175","CD4 Naive"
"176","CD8 TEM_6"
"177","dnT_2"
"178","CD8 TEM_6"
"179","NK_2"
"180","CD4 Naive"
"181","Eryth"
"182","CD4 Naive"
"183","NK_4"
"184","NK_2"
"185","CD4 Naive"
"186","B naive kappa"
"187","CD8 TEM_6"
"188","B naive kappa"
"189","CD4 Naive"
"190","CD8 TEM_6"
"191","Treg Memory"
"192","CD8 TEM_6"
"193","CD4 TCM_3"
"194","CD4 Naive"
"195","CD4 TCM_3"
"196","dnT_2"
"197","B naive kappa"
"198","MAIT"
"199","CD8 TEM_6"
"200","CD4 Naive"
"201","CD8 TEM_6"
"202","CD4 Naive"
"203","CD4 Naive"
"204","CD4 TCM_1"
"205","CD4 Naive"
"206","CD8 Naive"
"207","CD8 TEM_1"
"208","CD8 TEM_2"
"209","CD8 Naive"
"210","CD4 Naive"
"211","B naive kappa"
"212","CD8 TEM_2"
"213","CD8 TEM_6"
"214","CD8 Naive"
"215","CD4 TCM_1"
"216","CD4 Naive"
"217","CD8 TEM_6"
"218","CD4 Naive"
"219","CD4 Naive"
"220","CD8 Naive"
"221","CD4 Naive"
"222","CD4 Naive"
"223","CD4 Naive"
"224","B naive kappa"
"225","NK_2"
"226","B memory kappa"
"227","Eryth"
"228","CD4 TCM_1"
"229","Eryth"
"230","CD4 Naive"
"231","CD16 Mono"
"232","CD14 Mono"
"233","pDC"
"234","NK_2"
"235","Eryth"
"236","CD14 Mono"
"237","CD4 Naive"
"238","Eryth"
"239","CD4 Naive"
"240","CD14 Mono"
"241","CD16 Mono"
"242","Eryth"
"243","CD14 Mono"
"244","Eryth"
"245","CD4 TCM_1"
"246","Eryth"
"247","dnT_2"
"248","Eryth"
"249","MAIT"
"250","CD14 Mono"
"251","CD8 Naive"
"252","CD14 Mono"
"253","CD4 Naive"
"254","Eryth"
"255","CD4 Naive"
"256","CD14 Mono"
"257","CD4 Naive"
"258","Eryth"
"259","B naive kappa"
"260","B naive kappa"
"261","CD4 Naive"
"262","MAIT"
"263","CD4 Naive"
"264","CD4 Naive"
"265","CD14 Mono"
"266","Eryth"
"267","B naive kappa"
"268","MAIT"
"269","Eryth"
"270","gdT_1"
"271","CD4 TCM_3"
"272","CD8 Naive"
"273","CD4 TCM_1"
"274","CD8 Naive"
"275","CD4 Naive"
"276","Eryth"
