"","x"
"1","B"
"2","B"
"3","B"
"4","CD4 T"
"5","CD4 T"
"6","B"
"7","CD4 T"
"8","other"
"9","CD4 T"
"10","CD8 T"
"11","CD4 T"
"12","other"
"13","other"
"14","CD4 T"
"15","CD4 T"
"16","CD4 T"
"17","B"
"18","Mono"
"19","CD8 T"
"20","CD4 T"
"21","B"
"22","NK"
"23","CD4 T"
"24","CD4 T"
"25","CD4 T"
"26","CD4 T"
"27","CD4 T"
"28","other"
"29","CD4 T"
"30","CD4 T"
"31","CD8 T"
"32","B"
"33","other T"
"34","CD8 T"
"35","CD8 T"
"36","NK"
"37","other"
"38","NK"
"39","Mono"
"40","CD8 T"
"41","CD8 T"
"42","CD8 T"
"43","CD4 T"
"44","CD4 T"
"45","DC"
"46","B"
"47","CD4 T"
"48","B"
"49","other"
"50","CD8 T"
"51","B"
"52","CD4 T"
"53","CD4 T"
"54","B"
"55","CD8 T"
"56","B"
"57","CD4 T"
"58","CD8 T"
"59","other T"
"60","CD4 T"
"61","CD4 T"
"62","CD4 T"
"63","CD4 T"
"64","CD8 T"
"65","Mono"
"66","other"
"67","B"
"68","CD4 T"
"69","other"
"70","CD8 T"
"71","CD4 T"
"72","other"
"73","B"
"74","CD8 T"
"75","other"
"76","other T"
"77","CD8 T"
"78","other"
"79","CD4 T"
"80","CD4 T"
"81","CD4 T"
"82","CD4 T"
"83","Mono"
"84","NK"
"85","CD4 T"
"86","B"
"87","CD4 T"
"88","NK"
"89","NK"
"90","CD4 T"
"91","NK"
"92","CD4 T"
"93","NK"
"94","other"
"95","CD4 T"
"96","CD4 T"
"97","CD4 T"
"98","other T"
"99","CD4 T"
"100","CD8 T"
"101","CD8 T"
"102","CD8 T"
"103","CD4 T"
"104","CD8 T"
"105","CD4 T"
"106","B"
"107","CD4 T"
"108","CD4 T"
"109","NK"
"110","CD4 T"
"111","CD4 T"
"112","CD4 T"
"113","CD4 T"
"114","B"
"115","B"
"116","CD4 T"
"117","CD4 T"
"118","CD4 T"
"119","CD4 T"
"120","other T"
"121","CD8 T"
"122","CD4 T"
"123","CD4 T"
"124","other T"
"125","CD8 T"
"126","NK"
"127","CD8 T"
"128","other T"
"129","CD4 T"
"130","CD4 T"
"131","CD4 T"
"132","B"
"133","CD4 T"
"134","CD4 T"
"135","CD4 T"
"136","CD4 T"
"137","CD4 T"
"138","CD4 T"
"139","CD4 T"
"140","B"
"141","CD4 T"
"142","CD8 T"
"143","CD8 T"
"144","B"
"145","CD8 T"
"146","CD4 T"
"147","CD8 T"
"148","CD8 T"
"149","B"
"150","CD4 T"
"151","CD4 T"
"152","other"
"153","DC"
"154","CD4 T"
"155","CD4 T"
"156","Mono"
"157","CD8 T"
"158","CD4 T"
"159","other T"
"160","other"
"161","CD8 T"
"162","CD4 T"
"163","CD4 T"
"164","other"
"165","CD4 T"
"166","CD8 T"
"167","CD8 T"
"168","CD4 T"
"169","other"
"170","other T"
"171","CD4 T"
"172","B"
"173","CD4 T"
"174","NK"
"175","CD4 T"
"176","CD8 T"
"177","other T"
"178","CD8 T"
"179","NK"
"180","CD4 T"
"181","other"
"182","CD4 T"
"183","NK"
"184","NK"
"185","CD4 T"
"186","B"
"187","CD8 T"
"188","B"
"189","CD4 T"
"190","CD8 T"
"191","CD4 T"
"192","CD8 T"
"193","CD4 T"
"194","CD4 T"
"195","CD4 T"
"196","CD4 T"
"197","B"
"198","CD4 T"
"199","CD8 T"
"200","CD4 T"
"201","CD8 T"
"202","CD4 T"
"203","CD4 T"
"204","CD4 T"
"205","CD4 T"
"206","CD8 T"
"207","CD8 T"
"208","CD8 T"
"209","CD8 T"
"210","CD4 T"
"211","B"
"212","CD8 T"
"213","CD8 T"
"214","CD8 T"
"215","CD4 T"
"216","CD4 T"
"217","CD8 T"
"218","CD4 T"
"219","CD4 T"
"220","CD8 T"
"221","CD4 T"
"222","CD4 T"
"223","CD4 T"
"224","B"
"225","NK"
"226","B"
"227","other"
"228","CD4 T"
"229","other"
"230","CD4 T"
"231","Mono"
"232","Mono"
"233","DC"
"234","NK"
"235","other"
"236","Mono"
"237","CD4 T"
"238","other"
"239","CD4 T"
"240","other"
"241","Mono"
"242","other"
"243","Mono"
"244","other"
"245","CD4 T"
"246","other"
"247","other T"
"248","other"
"249","other T"
"250","other"
"251","CD8 T"
"252","Mono"
"253","CD4 T"
"254","other"
"255","CD4 T"
"256","Mono"
"257","CD4 T"
"258","other"
"259","B"
"260","B"
"261","CD4 T"
"262","other T"
"263","CD4 T"
"264","CD4 T"
"265","Mono"
"266","other"
"267","B"
"268","other T"
"269","other"
"270","CD8 T"
"271","CD4 T"
"272","CD8 T"
"273","CD4 T"
"274","CD8 T"
"275","CD4 T"
"276","other"
"277","CD4 T"
"278","other"
"279","CD4 T"
"280","other"
"281","NK"
"282","CD8 T"
"283","CD8 T"
"284","CD8 T"
"285","CD4 T"
"286","CD4 T"
"287","B"
"288","CD4 T"
"289","B"
"290","other"
"291","B"
"292","B"
"293","CD8 T"
"294","NK"
"295","B"
"296","CD4 T"
"297","other T"
"298","CD4 T"
"299","other"
"300","CD4 T"
"301","CD4 T"
"302","NK"
"303","CD4 T"
"304","CD4 T"
"305","CD4 T"
"306","other"
"307","CD4 T"
"308","CD4 T"
"309","CD8 T"
"310","CD4 T"
"311","B"
"312","CD8 T"
"313","B"
