"","x"
"1","B naive"
"2","B naive"
"3","B naive"
"4","CD4 Naive"
"5","CD4 TCM"
"6","B intermediate"
"7","CD4 Naive"
"8","Eryth"
"9","CD8 Naive"
"10","CD8 TEM"
"11","CD4 Naive"
"12","Eryth"
"13","Eryth"
"14","CD4 Naive"
"15","CD4 Naive"
"16","CD4 TCM"
"17","B naive"
"18","CD14 Mono"
"19","CD8 TEM"
"20","CD4 TCM"
"21","B naive"
"22","NK_CD56bright"
"23","CD4 TCM"
"24","CD4 TCM"
"25","dnT"
"26","CD4 Naive"
"27","CD4 Naive"
"28","Eryth"
"29","CD4 TCM"
"30","CD4 TCM"
"31","CD8 TEM"
"32","B naive"
"33","MAIT"
"34","CD8 TEM"
"35","CD8 TEM"
"36","NK"
"37","pDC"
"38","NK"
"39","CD14 Mono"
"40","CD8 Naive"
"41","CD8 Naive"
"42","CD8 TEM"
"43","CD4 Naive"
"44","CD4 Naive"
"45","cDC2"
"46","B naive"
"47","CD4 Naive"
"48","B naive"
"49","Eryth"
"50","CD8 TEM"
"51","B naive"
"52","CD4 TCM"
"53","CD4 TCM"
"54","B memory"
"55","CD8 TEM"
"56","B naive"
"57","CD4 TCM"
"58","CD8 TEM"
"59","MAIT"
"60","CD4 TCM"
"61","CD4 TCM"
"62","CD4 TCM"
"63","CD4 TCM"
"64","CD8 TEM"
"65","CD14 Mono"
"66","Eryth"
"67","B naive"
"68","CD4 TCM"
"69","Eryth"
"70","CD8 TEM"
"71","CD4 TCM"
"72","Eryth"
"73","B naive"
"74","CD8 Naive"
"75","Eryth"
"76","MAIT"
"77","CD8 TEM"
"78","Eryth"
"79","CD8 TEM"
"80","CD4 Naive"
"81","CD4 Naive"
"82","CD4 TCM"
"83","CD16 Mono"
"84","NK"
"85","CD4 Naive"
"86","B intermediate"
"87","CD8 TEM"
"88","NK"
"89","NK"
"90","CD4 Naive"
"91","NK"
"92","CD4 TCM"
"93","NK"
"94","Eryth"
"95","CD4 Naive"
"96","CD4 TCM"
"97","CD4 Naive"
"98","MAIT"
"99","CD4 Naive"
"100","CD8 TEM"
"101","CD8 TEM"
"102","CD8 Naive"
"103","CD4 TCM"
"104","gdT"
"105","CD8 TEM"
"106","B naive"
"107","CD4 Naive"
"108","CD4 TCM"
"109","NK"
"110","CD4 Naive"
"111","CD4 Naive"
"112","CD4 TCM"
"113","CD4 TCM"
"114","B naive"
"115","B naive"
"116","CD4 TCM"
"117","CD4 TCM"
"118","CD4 Naive"
"119","CD4 Naive"
"120","MAIT"
"121","CD8 TEM"
"122","CD4 Naive"
"123","CD4 Naive"
"124","MAIT"
"125","CD8 TEM"
"126","NK"
"127","CD8 TEM"
"128","MAIT"
"129","CD4 Naive"
"130","CD4 Naive"
"131","CD4 TCM"
"132","B naive"
"133","CD4 Naive"
"134","CD4 TCM"
"135","Treg"
"136","CD4 Naive"
"137","CD4 Naive"
"138","CD4 Naive"
"139","CD4 Naive"
"140","B naive"
"141","CD4 TCM"
"142","CD8 TEM"
"143","CD8 TEM"
"144","B naive"
"145","CD8 Naive"
"146","CD4 TCM"
"147","CD8 TEM"
"148","CD8 TEM"
"149","B naive"
"150","CD4 Naive"
"151","CD4 Naive"
"152","Eryth"
"153","pDC"
"154","CD4 Naive"
"155","CD4 Naive"
"156","CD14 Mono"
"157","CD8 TEM"
"158","CD4 TCM"
"159","dnT"
"160","Eryth"
"161","CD8 TEM"
"162","CD4 Naive"
"163","Treg"
"164","Eryth"
"165","CD8 TEM"
"166","CD8 TEM"
"167","CD8 TEM"
"168","MAIT"
"169","CD14 Mono"
"170","MAIT"
"171","Treg"
"172","B memory"
"173","CD4 Naive"
"174","NK"
"175","CD4 Naive"
"176","CD8 TEM"
"177","dnT"
"178","CD8 TEM"
"179","NK"
"180","CD4 Naive"
"181","Eryth"
"182","CD4 Naive"
"183","NK"
"184","NK"
"185","CD4 Naive"
"186","B naive"
"187","CD8 TEM"
"188","B naive"
"189","CD4 Naive"
"190","CD8 TEM"
"191","Treg"
"192","CD8 TEM"
"193","CD4 TCM"
"194","CD4 Naive"
"195","CD4 TCM"
"196","dnT"
"197","B naive"
"198","MAIT"
"199","CD8 TEM"
"200","CD4 Naive"
"201","CD8 TEM"
"202","CD4 Naive"
"203","CD4 Naive"
"204","CD4 TCM"
"205","CD4 Naive"
"206","CD8 Naive"
"207","CD8 TEM"
"208","CD8 TEM"
"209","CD8 Naive"
"210","CD4 Naive"
"211","B naive"
"212","CD8 TEM"
"213","CD8 TEM"
"214","CD8 Naive"
"215","CD4 TCM"
"216","CD4 Naive"
"217","CD8 TEM"
"218","CD4 Naive"
"219","CD4 Naive"
"220","CD8 Naive"
"221","CD4 Naive"
"222","CD4 Naive"
"223","CD4 Naive"
"224","B naive"
"225","NK"
"226","B memory"
"227","Eryth"
"228","CD4 TCM"
"229","Eryth"
"230","CD4 Naive"
"231","CD16 Mono"
"232","CD14 Mono"
"233","pDC"
"234","NK"
"235","Eryth"
"236","CD14 Mono"
"237","CD4 Naive"
"238","Eryth"
"239","CD4 Naive"
"240","CD14 Mono"
"241","CD16 Mono"
"242","Eryth"
"243","CD14 Mono"
"244","Eryth"
"245","CD4 TCM"
"246","Eryth"
"247","dnT"
"248","Eryth"
"249","MAIT"
"250","CD14 Mono"
"251","CD8 Naive"
"252","CD14 Mono"
"253","CD4 Naive"
"254","Eryth"
"255","CD4 Naive"
"256","CD14 Mono"
"257","CD4 Naive"
"258","Eryth"
"259","B naive"
"260","B naive"
"261","CD4 Naive"
"262","MAIT"
"263","CD4 Naive"
"264","CD4 Naive"
"265","CD14 Mono"
"266","Eryth"
"267","B naive"
"268","MAIT"
"269","Eryth"
"270","CD8 TEM"
"271","CD4 TCM"
"272","CD8 Naive"
"273","CD4 TCM"
"274","CD8 Naive"
"275","CD4 Naive"
"276","Eryth"
"277","CD4 Naive"
"278","Eryth"
"279","Treg"
"280","CD14 Mono"
"281","NK"
"282","CD8 TEM"
"283","CD8 Naive"
"284","CD8 Naive"
"285","CD4 Naive"
"286","CD4 Naive"
"287","B naive"
"288","CD4 Naive"
"289","B naive"
"290","Eryth"
"291","B naive"
"292","B naive"
"293","CD8 TEM"
"294","NK"
"295","B naive"
"296","CD4 Naive"
"297","dnT"
"298","CD4 Naive"
"299","Eryth"
"300","CD4 Naive"
"301","CD4 Naive"
"302","NK"
"303","CD4 TCM"
"304","CD4 Naive"
"305","CD4 Naive"
"306","Eryth"
"307","CD4 Naive"
"308","CD4 Naive"
"309","CD8 TEM"
"310","MAIT"
"311","B intermediate"
"312","CD8 Naive"
"313","B naive"
"314","CD8 Naive"
"315","CD4 Naive"
"316","CD8 TEM"
"317","B naive"
"318","B naive"
"319","B naive"
"320","CD4 Naive"
"321","CD4 TCM"
"322","CD4 Naive"
"323","CD4 TCM"
"324","CD8 TEM"
"325","Eryth"
"326","CD4 Naive"
"327","CD4 Naive"
"328","CD4 Naive"
"329","CD4 TCM"
"330","B naive"
"331","NK"
"332","B naive"
"333","CD4 TCM"
"334","CD4 TCM"
"335","CD4 Naive"
"336","CD4 Naive"
"337","CD14 Mono"
"338","CD4 Naive"
"339","CD4 Naive"
"340","B intermediate"
"341","CD14 Mono"
"342","CD4 TCM"
"343","CD4 TCM"
"344","NK"
"345","CD4 Naive"
"346","CD4 TCM"
"347","CD4 Naive"
"348","Eryth"
"349","CD4 Naive"
"350","CD16 Mono"
"351","CD14 Mono"
"352","CD4 TCM"
"353","CD8 TEM"
"354","CD8 TEM"
"355","B naive"
"356","Eryth"
"357","CD8 Naive"
"358","MAIT"
"359","CD4 Naive"
"360","CD4 TCM"
"361","CD4 Naive"
"362","CD4 Naive"
"363","HSPC"
"364","B intermediate"
"365","CD4 Naive"
"366","NK"
"367","CD4 Naive"
"368","B naive"
"369","CD14 Mono"
"370","Platelet"
"371","CD4 Naive"
"372","NK"
"373","CD4 Naive"
"374","Treg"
"375","MAIT"
"376","MAIT"
"377","CD4 TCM"
"378","NK_CD56bright"
"379","cDC2"
"380","Eryth"
"381","B naive"
"382","CD4 TCM"
"383","CD4 Naive"
"384","NK_CD56bright"
"385","CD4 Naive"
"386","CD4 Naive"
"387","CD8 TEM"
"388","CD8 Naive"
"389","CD8 Naive"
"390","CD4 TCM"
"391","CD14 Mono"
"392","CD4 Naive"
"393","CD4 TCM"
"394","B naive"
"395","B naive"
"396","CD4 TCM"
"397","CD14 Mono"
"398","CD16 Mono"
"399","cDC2"
"400","CD8 TEM"
"401","B naive"
"402","B naive"
"403","MAIT"
"404","B naive"
"405","CD8 Naive"
"406","CD8 Naive"
"407","Eryth"
"408","CD8 TEM"
"409","CD4 TCM"
"410","B naive"
"411","B naive"
"412","CD4 TCM"
"413","CD4 Naive"
"414","Eryth"
"415","CD4 Naive"
"416","CD4 Naive"
"417","CD8 TEM"
"418","B naive"
"419","CD4 TCM"
"420","CD4 TCM"
"421","CD8 Naive"
"422","CD4 Naive"
"423","CD4 TCM"
"424","CD4 TCM"
"425","Eryth"
"426","pDC"
"427","CD4 Naive"
"428","Eryth"
"429","CD4 TCM"
"430","CD4 Naive"
"431","CD14 Mono"
"432","CD14 Mono"
"433","Eryth"
"434","Eryth"
"435","CD4 TCM"
"436","B naive"
"437","NK"
"438","B naive"
"439","B naive"
"440","Eryth"
"441","Eryth"
"442","B naive"
"443","CD4 TCM"
"444","B naive"
"445","CD8 Naive"
"446","CD4 Naive"
"447","Eryth"
"448","CD4 TCM"
"449","CD4 Naive"
"450","B naive"
"451","B naive"
"452","Treg"
"453","B naive"
"454","B naive"
"455","CD14 Mono"
"456","CD4 Naive"
"457","B naive"
"458","B naive"
"459","CD8 Naive"
"460","CD8 Naive"
"461","CD4 Naive"
"462","Eryth"
"463","Treg"
"464","B naive"
"465","NK"
"466","CD4 TEM"
"467","B naive"
"468","B naive"
"469","B naive"
"470","B naive"
"471","B naive"
"472","CD14 Mono"
"473","CD4 TCM"
"474","CD4 Naive"
"475","CD4 Naive"
"476","CD4 TCM"
"477","B naive"
"478","CD8 Naive"
"479","CD4 Naive"
"480","Eryth"
"481","CD8 Naive"
"482","CD8 Naive"
"483","CD4 Naive"
"484","CD4 Naive"
"485","Eryth"
"486","B naive"
"487","ILC"
"488","B naive"
"489","CD8 TEM"
"490","CD4 TCM"
"491","CD4 Naive"
"492","CD4 TCM"
"493","CD8 Naive"
"494","dnT"
"495","CD4 Naive"
"496","Eryth"
"497","B naive"
"498","CD4 Naive"
"499","B naive"
"500","CD4 Naive"
"501","CD4 Naive"
"502","B naive"
"503","pDC"
"504","CD4 TCM"
"505","NK"
"506","CD4 Naive"
"507","CD4 Naive"
"508","Eryth"
"509","CD4 Naive"
"510","B naive"
"511","MAIT"
"512","CD4 Naive"
"513","B naive"
"514","B naive"
"515","cDC2"
"516","B naive"
"517","CD4 Naive"
"518","Treg"
"519","B naive"
"520","B naive"
"521","Eryth"
"522","B naive"
"523","CD4 TCM"
"524","CD8 TEM"
"525","CD16 Mono"
"526","Eryth"
"527","CD8 TEM"
"528","CD4 Naive"
"529","B naive"
"530","CD4 Naive"
"531","CD4 TCM"
"532","CD4 Naive"
"533","CD4 TCM"
"534","B naive"
"535","CD4 Naive"
"536","CD8 TEM"
"537","B naive"
"538","CD4 Naive"
"539","B naive"
"540","CD8 TEM"
"541","B naive"
"542","B naive"
"543","B intermediate"
"544","MAIT"
"545","CD8 TEM"
"546","B naive"
"547","B naive"
"548","CD8 Naive"
"549","B naive"
"550","CD4 Naive"
"551","CD4 Naive"
"552","B naive"
"553","CD4 Naive"
"554","B naive"
"555","CD8 TEM"
"556","MAIT"
"557","CD4 TCM"
"558","B naive"
"559","CD4 Naive"
"560","B naive"
"561","B naive"
"562","MAIT"
"563","CD4 TCM"
"564","CD8 Naive"
"565","Eryth"
"566","CD14 Mono"
"567","B naive"
"568","CD8 TEM"
"569","CD8 TEM"
"570","Eryth"
"571","B naive"
"572","CD8 TEM"
"573","CD4 Naive"
"574","CD4 Naive"
"575","NK"
"576","Eryth"
"577","CD4 Naive"
"578","NK"
"579","CD4 Naive"
"580","CD8 TEM"
"581","CD4 Naive"
"582","CD4 Naive"
"583","CD4 Naive"
"584","cDC2"
"585","Treg"
"586","NK_CD56bright"
"587","NK"
"588","CD8 Naive"
"589","B naive"
"590","Eryth"
"591","B naive"
"592","B naive"
"593","NK"
"594","B naive"
"595","CD4 Naive"
"596","B naive"
"597","CD4 Naive"
"598","Eryth"
"599","B naive"
"600","CD4 TCM"
"601","CD8 TEM"
"602","CD8 TEM"
"603","CD4 Naive"
"604","B naive"
"605","CD4 TCM"
"606","CD4 Naive"
"607","MAIT"
"608","MAIT"
"609","B naive"
"610","CD4 Naive"
"611","B naive"
"612","CD4 Naive"
"613","CD8 TEM"
"614","B naive"
"615","CD4 Naive"
"616","CD4 TCM"
"617","NK"
"618","CD14 Mono"
"619","CD8 Naive"
"620","B intermediate"
"621","CD4 Naive"
"622","B naive"
"623","NK Proliferating"
"624","CD4 Naive"
"625","Eryth"
"626","CD4 Naive"
"627","CD8 Naive"
"628","CD4 Naive"
"629","B naive"
"630","Eryth"
"631","CD4 Naive"
"632","B naive"
"633","CD4 Naive"
"634","B naive"
"635","CD8 Naive"
"636","B naive"
"637","CD16 Mono"
"638","CD4 Naive"
"639","CD16 Mono"
"640","Eryth"
"641","dnT"
"642","CD8 Naive"
"643","NK"
"644","CD4 TCM"
"645","B naive"
"646","B naive"
"647","Platelet"
"648","CD4 TCM"
"649","CD4 Naive"
"650","CD4 TCM"
"651","MAIT"
"652","CD14 Mono"
"653","B naive"
"654","B intermediate"
"655","B naive"
"656","CD4 Naive"
"657","CD14 Mono"
"658","CD14 Mono"
"659","B naive"
"660","Platelet"
"661","CD4 TCM"
"662","CD4 Naive"
"663","B naive"
"664","CD8 TEM"
"665","CD4 Naive"
"666","CD8 TEM"
"667","Eryth"
"668","Eryth"
"669","CD4 Naive"
"670","CD8 TEM"
"671","CD4 TCM"
"672","CD8 Naive"
"673","CD4 Naive"
"674","B naive"
"675","Eryth"
"676","B intermediate"
"677","CD4 Naive"
"678","CD8 Naive"
"679","CD8 TEM"
"680","CD4 Naive"
"681","B naive"
"682","CD8 Naive"
"683","dnT"
"684","CD4 Naive"
"685","B naive"
"686","B naive"
"687","CD4 Naive"
"688","CD4 Naive"
"689","CD8 TEM"
"690","CD4 Naive"
"691","CD4 TCM"
"692","CD4 Naive"
"693","dnT"
"694","B intermediate"
