"","x"
"1","Eryth"
"2","CD14 Mono"
"3","MAIT"
"4","CD16 Mono"
"5","CD4 Naive"
"6","B naive"
"7","CD8 TEM"
"8","CD8 TEM"
"9","CD4 Naive"
"10","CD8 TEM"
"11","Treg"
"12","Treg"
"13","B naive"
"14","CD4 Naive"
"15","CD8 TEM"
"16","CD4 Naive"
"17","CD4 TCM"
"18","CD4 TCM"
"19","B naive"
"20","Eryth"
"21","CD8 TEM"
"22","CD4 TCM"
"23","CD4 TCM"
"24","CD4 TCM"
"25","B naive"
"26","CD16 Mono"
"27","CD4 Naive"
"28","CD4 TCM"
"29","Eryth"
"30","B naive"
"31","B intermediate"
"32","B naive"
"33","NK"
"34","CD14 Mono"
"35","Eryth"
"36","CD4 TCM"
"37","NK"
"38","CD4 Naive"
"39","CD8 TEM"
"40","Eryth"
"41","B naive"
"42","CD8 TEM"
"43","CD4 Naive"
"44","B naive"
"45","CD4 Naive"
"46","CD8 Naive"
"47","Eryth"
"48","CD4 Naive"
"49","B naive"
"50","CD4 Naive"
"51","CD4 TCM"
"52","CD4 TCM"
"53","CD4 TCM"
"54","CD16 Mono"
"55","Eryth"
"56","CD8 TEM"
"57","MAIT"
"58","MAIT"
"59","CD8 TEM"
"60","Treg"
"61","CD14 Mono"
"62","NK"
"63","B naive"
"64","CD8 Naive"
"65","CD4 Naive"
"66","B naive"
"67","B naive"
"68","CD4 Naive"
"69","CD4 TCM"
"70","CD4 Naive"
"71","NK"
"72","Eryth"
"73","B naive"
"74","CD4 TCM"
"75","dnT"
"76","Eryth"
"77","CD8 TEM"
"78","CD8 Naive"
"79","B naive"
"80","CD4 Naive"
"81","CD4 TCM"
"82","CD8 TEM"
"83","Eryth"
"84","NK"
"85","Eryth"
"86","CD8 Naive"
"87","Eryth"
"88","CD8 TEM"
"89","CD8 TEM"
"90","CD8 TEM"
"91","CD4 Naive"
"92","CD8 Naive"
"93","B naive"
"94","pDC"
"95","CD4 Naive"
"96","CD8 TEM"
"97","Eryth"
"98","CD4 Naive"
"99","CD4 Naive"
"100","CD4 TCM"
"101","NK"
"102","CD4 Naive"
"103","CD4 Naive"
"104","CD4 TCM"
"105","CD4 TCM"
"106","CD4 Naive"
"107","Eryth"
"108","CD4 Naive"
"109","B naive"
"110","CD4 Naive"
"111","CD8 TEM"
"112","CD14 Mono"
"113","CD8 TEM"
"114","Eryth"
"115","CD4 Naive"
"116","B naive"
"117","B naive"
"118","CD4 Naive"
"119","CD4 Naive"
"120","CD4 Naive"
"121","CD4 Naive"
"122","CD4 Naive"
"123","CD4 TCM"
"124","CD4 Naive"
"125","B naive"
"126","CD4 Naive"
"127","CD4 Naive"
"128","CD4 Naive"
"129","CD4 Naive"
"130","CD4 TCM"
"131","CD8 TEM"
"132","NK"
"133","CD8 TEM"
"134","CD4 Naive"
"135","CD8 Naive"
"136","CD4 Naive"
"137","CD4 TCM"
"138","CD8 TEM"
"139","CD4 Naive"
"140","CD4 Naive"
"141","CD4 TCM"
"142","CD8 TEM"
"143","MAIT"
"144","CD8 TEM"
"145","CD4 Naive"
"146","B naive"
"147","Platelet"
"148","CD4 TCM"
"149","CD4 Naive"
"150","MAIT"
"151","CD4 TCM"
"152","CD8 TEM"
"153","CD4 Naive"
"154","CD4 TCM"
"155","CD8 TEM"
"156","B naive"
"157","CD4 Naive"
"158","CD4 Naive"
"159","CD4 TCM"
"160","CD4 TCM"
"161","CD8 Naive"
"162","CD4 TCM"
"163","CD4 Naive"
"164","CD4 TCM"
"165","CD4 Naive"
"166","CD8 TEM"
"167","CD4 TCM"
"168","CD4 Naive"
"169","CD4 TCM"
"170","CD4 Naive"
"171","CD4 Naive"
"172","CD8 Naive"
"173","CD8 TEM"
"174","CD8 Naive"
"175","CD8 Naive"
"176","CD4 TCM"
"177","CD4 Naive"
"178","Platelet"
"179","CD4 Naive"
"180","CD4 Naive"
"181","CD4 TCM"
"182","CD4 TCM"
"183","CD4 Naive"
"184","B memory"
"185","CD4 Naive"
"186","B intermediate"
"187","CD8 TEM"
"188","MAIT"
"189","CD4 TCM"
"190","CD4 Naive"
"191","CD4 Naive"
"192","CD4 Naive"
"193","B naive"
"194","CD4 Naive"
"195","B naive"
"196","NK_CD56bright"
"197","B naive"
"198","CD4 Naive"
"199","MAIT"
"200","CD8 TEM"
"201","CD4 Naive"
"202","CD8 TEM"
"203","CD4 Naive"
"204","CD4 Naive"
"205","CD4 Naive"
"206","CD8 TEM"
"207","Platelet"
"208","B intermediate"
"209","CD4 TCM"
"210","CD4 Naive"
"211","CD8 Naive"
"212","CD4 TCM"
"213","CD8 Naive"
"214","NK"
"215","B naive"
"216","CD4 Naive"
"217","B naive"
"218","CD8 Naive"
"219","CD8 TEM"
"220","CD8 TEM"
"221","CD16 Mono"
"222","CD8 TEM"
"223","B intermediate"
"224","NK_CD56bright"
"225","CD4 Naive"
"226","B memory"
"227","CD4 TCM"
"228","B naive"
"229","CD4 Naive"
"230","CD8 Naive"
"231","CD4 Naive"
"232","CD4 Naive"
"233","CD4 Naive"
"234","CD8 TEM"
"235","B naive"
"236","CD4 Naive"
"237","CD4 Naive"
"238","CD4 Naive"
"239","MAIT"
"240","CD8 TEM"
"241","CD4 Naive"
"242","B naive"
"243","Platelet"
"244","B naive"
"245","B naive"
"246","B naive"
"247","B naive"
"248","CD8 TEM"
"249","CD4 Naive"
"250","B naive"
"251","B naive"
"252","CD4 Naive"
"253","CD4 Naive"
"254","CD14 Mono"
"255","B intermediate"
"256","CD4 Naive"
"257","CD4 TCM"
"258","HSPC"
"259","CD4 TCM"
"260","CD4 Naive"
"261","CD4 TCM"
"262","CD8 TEM"
"263","B naive"
"264","CD16 Mono"
"265","B naive"
"266","CD4 Naive"
"267","CD4 Naive"
"268","CD4 TCM"
"269","CD4 Naive"
"270","CD4 Naive"
"271","CD8 TEM"
"272","CD4 Naive"
"273","CD4 TCM"
"274","CD4 Naive"
"275","MAIT"
"276","B naive"
"277","CD4 Naive"
"278","CD8 TEM"
"279","CD4 Naive"
"280","CD4 TCM"
"281","Eryth"
"282","CD4 Naive"
"283","CD8 TEM"
"284","CD4 TCM"
"285","CD8 TEM"
"286","CD4 TCM"
"287","B intermediate"
"288","CD4 TCM"
"289","CD4 TCM"
"290","CD4 TCM"
"291","CD8 TEM"
"292","MAIT"
"293","CD14 Mono"
"294","CD8 TEM"
"295","MAIT"
"296","CD4 TCM"
"297","Platelet"
"298","Eryth"
"299","CD14 Mono"
"300","CD4 Naive"
"301","Eryth"
"302","CD8 Naive"
"303","CD4 Naive"
"304","CD14 Mono"
"305","CD16 Mono"
"306","NK_CD56bright"
"307","CD14 Mono"
"308","Platelet"
"309","Eryth"
"310","B naive"
"311","MAIT"
"312","cDC2"
"313","CD4 Naive"
"314","NK"
"315","Platelet"
"316","CD4 Naive"
"317","CD8 Naive"
"318","Eryth"
"319","CD8 TEM"
"320","Eryth"
"321","CD4 Naive"
"322","B naive"
"323","B naive"
"324","CD4 Naive"
"325","Eryth"
"326","CD4 Naive"
"327","B naive"
"328","NK"
"329","CD8 Naive"
"330","B naive"
"331","CD4 Naive"
"332","Eryth"
"333","CD8 TEM"
"334","CD4 Naive"
"335","CD4 TCM"
"336","NK"
"337","CD14 Mono"
"338","B naive"
"339","HSPC"
"340","Eryth"
"341","CD4 Naive"
"342","CD4 Naive"
"343","B naive"
"344","Eryth"
"345","CD4 Naive"
"346","B naive"
"347","B naive"
"348","CD14 Mono"
"349","CD4 Naive"
"350","Eryth"
"351","Eryth"
"352","CD8 TEM"
"353","CD8 Naive"
"354","CD14 Mono"
"355","CD4 Naive"
"356","B naive"
"357","B naive"
"358","MAIT"
"359","CD4 TCM"
"360","B naive"
"361","B intermediate"
"362","Eryth"
"363","B naive"
"364","CD8 TEM"
"365","B naive"
"366","CD4 Naive"
"367","CD4 TCM"
"368","CD16 Mono"
"369","CD4 Naive"
"370","B naive"
"371","CD8 TEM"
"372","CD4 Naive"
"373","B naive"
"374","CD8 TEM"
"375","CD4 Naive"
"376","Eryth"
"377","CD4 Naive"
"378","CD4 Naive"
"379","CD16 Mono"
"380","CD8 TEM"
"381","CD4 Naive"
"382","CD4 Naive"
"383","B naive"
"384","MAIT"
"385","CD4 Naive"
"386","CD4 Naive"
"387","CD8 TEM"
"388","CD8 TEM"
"389","CD4 Naive"
"390","CD4 Naive"
"391","B naive"
"392","CD14 Mono"
"393","CD4 TCM"
"394","MAIT"
"395","B naive"
"396","B naive"
"397","CD4 Naive"
"398","CD8 Naive"
"399","CD14 Mono"
"400","Eryth"
"401","B naive"
"402","CD4 TCM"
"403","CD4 Naive"
"404","CD14 Mono"
"405","CD4 Naive"
"406","NK"
"407","CD4 Naive"
"408","NK"
"409","Eryth"
"410","NK"
"411","CD4 Naive"
"412","CD4 Naive"
"413","B naive"
"414","CD4 Naive"
"415","CD4 TCM"
"416","B memory"
"417","B naive"
"418","Eryth"
"419","CD4 Naive"
"420","CD4 Naive"
"421","CD8 TEM"
"422","CD4 Naive"
"423","B naive"
"424","CD8 TEM"
"425","CD4 Naive"
"426","CD14 Mono"
"427","CD4 TCM"
