"","x"
"1","Eryth"
"2","CD14 Mono"
"3","MAIT"
"4","CD16 Mono"
"5","CD4 Naive"
"6","B naive kappa"
"7","CD8 TEM_6"
"8","CD8 TEM_6"
"9","CD4 Naive"
"10","CD8 TEM_6"
"11","Treg Memory"
"12","Treg Memory"
"13","B naive kappa"
"14","CD4 Naive"
"15","CD8 TEM_6"
"16","CD4 Naive"
"17","CD4 TCM_1"
"18","CD4 TCM_3"
"19","B naive kappa"
"20","Eryth"
"21","NK_2"
"22","CD4 TCM_3"
"23","CD4 TCM_1"
"24","CD4 TCM_1"
"25","B naive kappa"
"26","CD16 Mono"
"27","CD4 Naive"
"28","CD4 TCM_1"
"29","Eryth"
"30","B naive kappa"
"31","B intermediate kappa"
"32","B naive kappa"
"33","NK_2"
"34","CD14 Mono"
"35","Eryth"
"36","CD4 TCM_1"
"37","NK_2"
"38","CD4 Naive"
"39","CD8 TEM_6"
"40","Eryth"
"41","B naive kappa"
"42","CD8 TEM_2"
"43","CD4 Naive"
"44","B naive kappa"
"45","CD4 Naive"
"46","CD8 Naive"
"47","Eryth"
"48","CD4 Naive"
"49","B naive kappa"
"50","CD4 Naive"
"51","CD4 TCM_1"
"52","CD4 TCM_1"
"53","CD4 TCM_1"
"54","CD16 Mono"
"55","Eryth"
"56","CD8 TEM_6"
"57","MAIT"
"58","MAIT"
"59","CD8 TEM_6"
"60","Treg Memory"
"61","CD14 Mono"
"62","NK_2"
"63","B naive kappa"
"64","CD8 Naive"
"65","CD4 Naive"
"66","B naive kappa"
"67","B naive kappa"
"68","CD4 Naive"
"69","CD4 TCM_3"
"70","CD4 Naive"
"71","NK_2"
"72","Eryth"
"73","B naive kappa"
"74","CD4 Naive"
"75","dnT_2"
"76","Eryth"
"77","CD8 TEM_1"
"78","CD8 Naive"
"79","B naive kappa"
"80","CD4 Naive"
"81","CD4 TCM_3"
"82","CD8 TEM_2"
"83","Eryth"
"84","NK_2"
"85","Eryth"
"86","CD8 Naive"
"87","Eryth"
"88","CD8 TEM_2"
"89","CD8 TEM_2"
"90","CD8 TEM_2"
"91","CD4 Naive"
"92","CD8 Naive"
"93","B naive kappa"
"94","pDC"
"95","CD4 Naive"
"96","CD8 TEM_6"
"97","Eryth"
"98","CD4 Naive"
"99","CD4 Naive"
"100","CD4 Naive"
"101","NK_2"
"102","CD4 Naive"
"103","CD4 Naive"
"104","CD4 TCM_3"
"105","CD4 TCM_1"
"106","CD4 Naive"
"107","Eryth"
"108","CD4 Naive"
"109","B naive kappa"
"110","CD4 Naive"
"111","CD4 TEM_2"
"112","CD14 Mono"
"113","CD8 TEM_6"
"114","Eryth"
"115","CD4 Naive"
"116","B naive kappa"
"117","B naive kappa"
"118","CD4 Naive"
"119","CD4 Naive"
"120","CD4 Naive"
"121","CD4 Naive"
"122","CD4 Naive"
"123","CD4 TCM_1"
"124","CD4 Naive"
"125","B naive kappa"
"126","CD4 Naive"
"127","CD4 Naive"
"128","CD4 Naive"
"129","CD4 Naive"
"130","CD4 TCM_3"
"131","CD8 TEM_6"
"132","NK_2"
"133","CD8 TEM_2"
"134","CD4 Naive"
"135","CD8 Naive"
"136","CD4 Naive"
"137","CD4 TCM_3"
"138","CD8 TEM_6"
"139","CD4 Naive"
"140","CD4 Naive"
"141","CD4 TCM_1"
"142","CD8 TEM_6"
"143","MAIT"
"144","dnT_2"
"145","CD4 Naive"
"146","B naive kappa"
"147","Platelet"
"148","CD4 TCM_1"
"149","CD4 Naive"
"150","MAIT"
"151","CD4 TCM_3"
"152","CD8 TEM_2"
"153","CD4 Naive"
"154","CD4 Naive"
"155","CD8 TEM_2"
"156","B naive kappa"
"157","CD4 Naive"
"158","CD4 Naive"
"159","CD4 TCM_1"
"160","CD4 TCM_3"
"161","CD8 Naive"
"162","CD4 TCM_1"
"163","CD4 Naive"
"164","CD4 TCM_1"
"165","CD4 Naive"
"166","CD8 TEM_6"
"167","CD4 Naive"
"168","CD4 Naive"
"169","CD4 TCM_1"
"170","CD4 Naive"
"171","CD4 Naive"
"172","CD4 Naive"
"173","CD8 TEM_6"
"174","CD4 Naive"
"175","CD8 Naive"
"176","CD4 Naive"
"177","CD4 Naive"
"178","Platelet"
"179","CD4 Naive"
"180","CD4 Naive"
"181","CD4 TCM_1"
"182","CD4 TCM_1"
"183","CD4 Naive"
"184","B memory lambda"
"185","CD4 Naive"
"186","B intermediate kappa"
"187","CD4 TEM_2"
"188","MAIT"
"189","CD4 TCM_2"
"190","CD4 Naive"
"191","CD4 Naive"
"192","CD4 Naive"
"193","B naive kappa"
"194","CD4 Naive"
"195","B naive kappa"
"196","NK_CD56bright"
"197","B naive kappa"
"198","CD4 Naive"
"199","MAIT"
"200","CD8 TEM_2"
"201","CD4 Naive"
"202","CD8 TEM_6"
"203","CD4 Naive"
"204","CD4 Naive"
"205","CD4 Naive"
"206","CD8 TEM_6"
"207","Platelet"
"208","B intermediate kappa"
"209","MAIT"
"210","CD4 Naive"
"211","CD8 Naive"
"212","CD4 TCM_1"
"213","CD4 Naive"
"214","NK_4"
"215","B naive kappa"
"216","CD4 Naive"
"217","B naive kappa"
"218","CD8 Naive"
"219","CD8 TEM_6"
"220","CD8 TEM_6"
"221","CD16 Mono"
"222","CD8 TEM_2"
"223","B intermediate kappa"
"224","NK_CD56bright"
"225","CD4 Naive"
"226","B memory lambda"
"227","CD4 TCM_1"
"228","B naive kappa"
"229","CD4 Naive"
"230","CD8 Naive"
"231","CD4 Naive"
"232","CD4 Naive"
"233","CD4 Naive"
"234","CD8 TEM_6"
"235","B naive kappa"
"236","CD4 Naive"
"237","CD4 Naive"
"238","CD4 Naive"
"239","MAIT"
"240","CD4 TCM_1"
"241","CD4 Naive"
"242","B naive kappa"
"243","Platelet"
"244","B naive kappa"
"245","B naive kappa"
"246","B naive kappa"
"247","B naive kappa"
"248","CD8 TEM_6"
"249","CD4 Naive"
"250","B naive kappa"
"251","B naive kappa"
"252","CD4 Naive"
"253","CD4 Naive"
"254","CD14 Mono"
"255","B intermediate kappa"
"256","CD4 Naive"
"257","CD4 TCM_1"
"258","HSPC"
"259","CD4 TCM_3"
"260","CD4 Naive"
"261","CD4 TCM_1"
"262","CD8 TEM_6"
"263","B naive kappa"
"264","CD16 Mono"
"265","B naive kappa"
"266","CD4 Naive"
"267","CD4 Naive"
"268","CD4 TCM_1"
"269","CD4 Naive"
"270","CD4 Naive"
"271","CD8 TEM_6"
"272","CD4 Naive"
"273","CD4 TCM_3"
"274","CD4 Naive"
"275","MAIT"
"276","B naive kappa"
"277","CD4 Naive"
"278","CD8 TEM_6"
"279","CD4 Naive"
"280","CD4 TCM_2"
"281","Eryth"
"282","CD4 Naive"
"283","CD8 TEM_2"
"284","CD4 TCM_1"
"285","CD8 TEM_6"
"286","CD4 TCM_1"
"287","B intermediate kappa"
"288","CD4 TCM_1"
"289","CD4 Naive"
"290","CD4 TCM_1"
"291","CD8 TEM_6"
"292","MAIT"
"293","CD14 Mono"
"294","CD8 TEM_2"
"295","MAIT"
"296","CD4 TCM_1"
"297","Platelet"
"298","Eryth"
"299","CD14 Mono"
"300","CD4 Naive"
"301","Eryth"
"302","CD8 Naive"
"303","CD4 Naive"
"304","CD14 Mono"
"305","CD16 Mono"
"306","NK_CD56bright"
"307","CD14 Mono"
"308","Platelet"
"309","Eryth"
"310","B naive kappa"
"311","MAIT"
"312","cDC2_2"
"313","CD4 Naive"
"314","NK_2"
"315","Platelet"
"316","CD4 Naive"
"317","CD8 Naive"
"318","Eryth"
"319","CD8 TEM_6"
"320","Eryth"
"321","CD4 Naive"
"322","B naive kappa"
"323","B naive kappa"
"324","CD4 Naive"
"325","Eryth"
"326","CD4 Naive"
"327","B naive kappa"
"328","NK_2"
"329","CD4 Naive"
"330","B naive kappa"
"331","CD4 Naive"
"332","Eryth"
"333","CD8 TEM_6"
"334","CD4 Naive"
"335","CD4 TCM_1"
"336","NK_2"
"337","CD14 Mono"
"338","B naive kappa"
"339","HSPC"
"340","Eryth"
"341","CD4 Naive"
"342","CD4 Naive"
"343","B naive kappa"
"344","Eryth"
"345","CD4 Naive"
"346","B naive kappa"
"347","B naive kappa"
"348","CD14 Mono"
"349","CD4 Naive"
"350","Eryth"
"351","Eryth"
"352","CD8 TEM_2"
"353","CD8 Naive"
"354","CD14 Mono"
"355","CD4 Naive"
"356","B naive kappa"
"357","B naive kappa"
"358","MAIT"
"359","CD4 TCM_1"
"360","B naive kappa"
"361","B intermediate kappa"
"362","Eryth"
"363","B naive kappa"
"364","CD8 TEM_2"
"365","B naive kappa"
"366","CD4 Naive"
"367","CD4 TCM_1"
"368","CD16 Mono"
"369","CD4 Naive"
"370","B naive kappa"
"371","CD8 TEM_6"
"372","CD4 Naive"
"373","B naive kappa"
"374","CD8 TEM_1"
"375","CD4 Naive"
"376","Eryth"
"377","CD4 Naive"
"378","CD4 Naive"
"379","CD16 Mono"
"380","CD8 TEM_6"
"381","CD4 Naive"
"382","CD4 Naive"
"383","B naive kappa"
"384","MAIT"
"385","CD4 Naive"
"386","CD4 Naive"
"387","NK_2"
"388","CD8 TEM_6"
