"","x"
"1","CD4 Naive"
"2","CD8 TEM_2"
"3","CD8 TEM_2"
"4","CD4 Naive"
"5","B intermediate lambda"
"6","CD8 Naive"
"7","Treg Memory"
"8","CD4 Naive"
"9","CD8 Naive"
"10","Treg Memory"
"11","Treg Memory"
"12","CD4 TCM_3"
"13","CD8 Naive_2"
"14","Treg Memory"
"15","CD8 Naive"
"16","NK_2"
"17","B intermediate kappa"
"18","CD4 TCM_1"
"19","CD4 TCM_1"
"20","CD8 Naive_2"
"21","CD8 TEM_2"
"22","CD4 Naive"
"23","CD8 TEM_1"
"24","Treg Memory"
"25","Treg Memory"
"26","CD4 TCM_3"
"27","CD4 Naive"
"28","CD4 Naive"
"29","CD4 TCM_3"
"30","CD4 TCM_3"
"31","NK_2"
"32","CD4 TCM_2"
"33","CD4 TCM_1"
"34","NK_2"
"35","CD4 TCM_1"
"36","Treg Memory"
"37","MAIT"
"38","CD4 TCM_1"
"39","Treg Memory"
"40","CD4 TCM_3"
"41","MAIT"
"42","CD4 Naive"
"43","B naive lambda"
"44","Treg Memory"
"45","MAIT"
"46","CD4 TCM_1"
"47","CD4 TCM_2"
"48","Treg Memory"
"49","CD4 TCM_3"
"50","CD4 TCM_3"
"51","CD4 Naive"
"52","CD4 Proliferating"
"53","CD4 TCM_3"
"54","CD8 Naive"
"55","CD4 TCM_1"
"56","MAIT"
"57","CD8 TEM_2"
"58","Treg Memory"
"59","B naive lambda"
"60","B intermediate lambda"
"61","CD4 Naive"
"62","CD4 TCM_1"
"63","NK_2"
"64","CD4 TCM_2"
"65","CD8 TEM_2"
"66","CD4 TCM_3"
"67","CD4 Naive"
"68","CD4 TCM_1"
"69","CD4 TCM_2"
"70","Treg Memory"
"71","CD4 TCM_3"
"72","MAIT"
"73","CD4 TCM_1"
"74","CD4 TCM_1"
"75","CD4 TCM_3"
"76","CD4 TCM_3"
"77","CD8 TEM_2"
"78","B intermediate lambda"
"79","B naive lambda"
"80","CD4 Naive"
"81","Treg Memory"
"82","Treg Memory"
"83","CD8 Naive"
"84","CD4 Naive"
"85","CD4 TCM_2"
"86","B intermediate lambda"
"87","MAIT"
"88","CD4 Naive"
"89","CD8 Naive_2"
"90","CD4 TCM_3"
"91","CD4 Naive"
"92","CD4 TCM_3"
"93","CD4 Naive"
"94","CD4 TCM_3"
"95","Treg Memory"
"96","Treg Memory"
"97","CD4 Naive"
"98","Treg Memory"
"99","CD4 TCM_1"
"100","CD4 TCM_3"
"101","CD4 Naive"
"102","CD8 TEM_2"
"103","Treg Memory"
"104","NK_2"
"105","CD4 Naive"
"106","MAIT"
"107","CD4 TCM_1"
"108","CD8 Naive"
"109","NK_4"
"110","Treg Memory"
"111","ILC"
"112","Treg Memory"
"113","CD4 TCM_1"
"114","NK_2"
"115","CD4 Naive"
"116","CD4 TCM_1"
"117","CD4 TCM_3"
"118","CD16 Mono"
"119","CD8 Naive"
"120","NK_2"
"121","CD4 TCM_1"
"122","B intermediate lambda"
"123","CD8 TEM_2"
"124","CD4 Naive"
"125","Treg Memory"
"126","CD4 TCM_2"
"127","CD4 TCM_1"
"128","CD4 Naive"
"129","CD4 Naive"
"130","Treg Memory"
"131","CD8 Naive"
"132","CD8 Naive"
"133","Treg Memory"
"134","NK_2"
"135","CD8 Naive"
