"","x"
"1","CD4 T"
"2","CD4 T"
"3","B"
"4","CD4 T"
"5","CD4 T"
"6","CD4 T"
"7","CD4 T"
"8","CD4 T"
"9","CD4 T"
"10","NK"
"11","B"
"12","CD4 T"
"13","CD4 T"
"14","CD4 T"
"15","CD4 T"
"16","CD4 T"
"17","CD4 T"
"18","CD4 T"
"19","CD4 T"
"20","CD4 T"
"21","CD4 T"
"22","NK"
"23","CD4 T"
"24","CD4 T"
"25","NK"
"26","CD4 T"
"27","CD4 T"
"28","other T"
"29","CD4 T"
"30","CD4 T"
"31","CD4 T"
"32","other T"
"33","CD4 T"
"34","B"
"35","CD4 T"
"36","other T"
"37","CD4 T"
"38","CD4 T"
"39","CD4 T"
"40","CD4 T"
"41","CD4 T"
"42","CD4 T"
"43","CD4 T"
"44","CD4 T"
"45","CD4 T"
"46","CD4 T"
"47","CD4 T"
"48","B"
"49","B"
"50","CD4 T"
"51","CD4 T"
"52","NK"
"53","CD4 T"
"54","CD4 T"
"55","CD4 T"
"56","CD4 T"
"57","CD4 T"
"58","CD4 T"
"59","CD4 T"
"60","other T"
"61","CD4 T"
"62","CD4 T"
"63","CD4 T"
"64","CD4 T"
"65","B"
"66","B"
"67","CD4 T"
"68","CD4 T"
"69","CD4 T"
"70","CD4 T"
"71","CD4 T"
"72","B"
"73","other T"
"74","CD4 T"
"75","CD4 T"
"76","CD4 T"
"77","CD4 T"
"78","CD4 T"
"79","CD4 T"
"80","CD4 T"
"81","CD4 T"
"82","CD4 T"
"83","CD4 T"
"84","CD4 T"
"85","CD4 T"
"86","CD4 T"
"87","CD4 T"
"88","NK"
"89","CD4 T"
"90","other T"
"91","CD4 T"
"92","NK"
"93","CD4 T"
"94","other"
"95","CD4 T"
"96","CD4 T"
"97","NK"
"98","CD4 T"
"99","CD4 T"
"100","CD4 T"
"101","Mono"
"102","NK"
"103","CD4 T"
"104","B"
"105","CD4 T"
"106","CD4 T"
"107","CD4 T"
"108","CD4 T"
"109","CD4 T"
"110","CD4 T"
"111","CD4 T"
"112","CD4 T"
"113","NK"
"114","B"
"115","CD4 T"
"116","CD4 T"
"117","CD4 T"
"118","CD4 T"
"119","CD4 T"
"120","DC"
"121","other T"
"122","CD4 T"
"123","Mono"
"124","CD4 T"
"125","other T"
"126","NK"
"127","CD4 T"
"128","CD4 T"
"129","CD4 T"
"130","CD4 T"
"131","B"
"132","other T"
"133","CD4 T"
"134","CD4 T"
"135","CD4 T"
"136","other T"
"137","CD4 T"
"138","NK"
"139","NK"
"140","B"
"141","CD4 T"
"142","CD4 T"
"143","NK"
"144","CD4 T"
"145","NK"
"146","CD4 T"
"147","CD4 T"
"148","CD4 T"
"149","CD4 T"
"150","CD4 T"
"151","CD4 T"
"152","other T"
