"","x"
"1","CD4 T"
"2","CD8 T"
"3","CD8 T"
"4","CD4 T"
"5","B"
"6","CD8 T"
"7","CD4 T"
"8","CD4 T"
"9","CD8 T"
"10","CD4 T"
"11","CD4 T"
"12","CD4 T"
"13","CD8 T"
"14","CD4 T"
"15","CD8 T"
"16","NK"
"17","B"
"18","CD4 T"
"19","CD4 T"
"20","CD8 T"
"21","CD8 T"
"22","CD4 T"
"23","CD8 T"
"24","CD4 T"
"25","CD4 T"
"26","CD4 T"
"27","CD4 T"
"28","CD4 T"
"29","CD4 T"
"30","CD4 T"
"31","NK"
"32","CD4 T"
"33","CD4 T"
"34","NK"
"35","CD4 T"
"36","CD4 T"
"37","other T"
"38","CD4 T"
"39","CD4 T"
"40","CD4 T"
"41","other T"
"42","CD4 T"
"43","B"
"44","CD4 T"
"45","other T"
"46","CD4 T"
"47","CD4 T"
"48","CD4 T"
"49","CD4 T"
"50","CD4 T"
"51","CD4 T"
"52","CD4 T"
"53","CD4 T"
"54","CD8 T"
"55","CD4 T"
"56","CD4 T"
"57","CD8 T"
"58","CD4 T"
"59","B"
"60","B"
"61","CD4 T"
"62","CD4 T"
"63","NK"
"64","CD4 T"
"65","CD8 T"
"66","CD4 T"
"67","CD4 T"
"68","CD4 T"
"69","CD4 T"
"70","CD4 T"
"71","CD4 T"
"72","other T"
"73","CD4 T"
"74","CD4 T"
"75","CD4 T"
"76","CD4 T"
"77","CD8 T"
"78","B"
"79","B"
"80","CD4 T"
"81","CD4 T"
"82","CD4 T"
"83","CD8 T"
"84","CD4 T"
"85","CD4 T"
"86","B"
"87","other T"
"88","CD4 T"
"89","CD8 T"
"90","CD4 T"
"91","CD4 T"
"92","CD4 T"
"93","CD4 T"
"94","CD4 T"
"95","CD4 T"
"96","CD4 T"
"97","CD4 T"
"98","CD4 T"
"99","CD4 T"
"100","CD4 T"
"101","CD4 T"
"102","CD8 T"
"103","CD4 T"
"104","NK"
"105","CD4 T"
"106","other T"
"107","CD4 T"
"108","CD8 T"
"109","NK"
"110","CD4 T"
"111","other"
"112","CD4 T"
"113","CD4 T"
"114","NK"
"115","CD4 T"
"116","CD4 T"
"117","CD4 T"
"118","Mono"
"119","CD8 T"
"120","NK"
"121","CD4 T"
"122","B"
"123","CD8 T"
"124","CD4 T"
"125","CD4 T"
"126","CD4 T"
"127","CD4 T"
"128","CD4 T"
"129","CD4 T"
"130","CD4 T"
"131","CD8 T"
"132","CD8 T"
"133","CD4 T"
"134","NK"
"135","CD8 T"
"136","CD8 T"
"137","B"
"138","CD4 T"
"139","CD4 T"
"140","CD4 T"
"141","CD4 T"
"142","CD4 T"
"143","DC"
"144","other T"
"145","CD4 T"
"146","Mono"
"147","CD4 T"
"148","other T"
"149","NK"
"150","CD4 T"
"151","CD8 T"
"152","CD4 T"
"153","CD4 T"
"154","CD4 T"
"155","B"
"156","CD8 T"
"157","other T"
"158","CD4 T"
"159","CD4 T"
"160","CD8 T"
"161","CD4 T"
"162","other T"
"163","CD4 T"
"164","NK"
"165","NK"
"166","B"
"167","CD4 T"
"168","CD8 T"
"169","CD8 T"
"170","CD4 T"
"171","NK"
"172","CD4 T"
"173","NK"
"174","CD8 T"
"175","CD4 T"
"176","CD8 T"
"177","CD8 T"
"178","CD4 T"
"179","CD4 T"
"180","CD4 T"
"181","CD4 T"
"182","CD4 T"
"183","other T"
"184","CD4 T"
"185","CD4 T"
"186","CD4 T"
"187","CD8 T"
"188","CD4 T"
"189","CD8 T"
"190","CD4 T"
"191","other T"
"192","CD4 T"
"193","CD4 T"
"194","CD4 T"
"195","CD4 T"
"196","CD8 T"
"197","CD4 T"
"198","CD8 T"
"199","CD8 T"
"200","other T"
"201","CD4 T"
"202","CD4 T"
"203","CD4 T"
"204","CD8 T"
"205","CD8 T"
"206","CD8 T"
"207","CD8 T"
"208","other T"
"209","NK"
"210","NK"
"211","CD4 T"
"212","CD4 T"
"213","CD4 T"
"214","CD4 T"
"215","CD4 T"
"216","CD4 T"
"217","CD4 T"
"218","other T"
"219","CD4 T"
"220","CD4 T"
"221","CD4 T"
"222","CD8 T"
"223","other T"
"224","CD4 T"
"225","CD8 T"
"226","CD4 T"
"227","other T"
"228","CD4 T"
"229","CD8 T"
"230","CD8 T"
"231","NK"
"232","CD4 T"
"233","B"
"234","CD4 T"
"235","CD4 T"
"236","CD4 T"
"237","CD8 T"
"238","B"
"239","CD4 T"
"240","B"
"241","CD4 T"
"242","B"
"243","Mono"
"244","other T"
"245","CD4 T"
"246","CD4 T"
"247","CD4 T"
"248","CD4 T"
"249","CD4 T"
"250","CD4 T"
"251","CD4 T"
"252","CD4 T"
"253","CD4 T"
"254","CD4 T"
"255","CD8 T"
"256","CD4 T"
"257","CD4 T"
"258","NK"
"259","CD4 T"
"260","CD4 T"
"261","CD4 T"
"262","CD4 T"
"263","CD4 T"
"264","CD4 T"
"265","CD4 T"
"266","CD4 T"
"267","CD4 T"
"268","CD8 T"
"269","CD4 T"
"270","CD4 T"
"271","CD4 T"
"272","CD4 T"
"273","CD4 T"
"274","CD4 T"
"275","CD4 T"
"276","Mono"
"277","CD4 T"
"278","CD4 T"
"279","CD4 T"
"280","CD4 T"
"281","CD4 T"
"282","B"
"283","B"
"284","CD8 T"
"285","CD4 T"
"286","CD4 T"
"287","CD4 T"
"288","CD4 T"
"289","DC"
"290","CD4 T"
"291","CD4 T"
"292","CD8 T"
"293","other T"
"294","CD4 T"
"295","CD4 T"
"296","other T"
"297","CD4 T"
"298","CD4 T"
"299","CD4 T"
"300","B"
"301","other T"
"302","CD4 T"
"303","CD8 T"
"304","CD4 T"
"305","CD8 T"
"306","CD8 T"
"307","CD4 T"
"308","other T"
"309","CD4 T"
"310","NK"
"311","CD4 T"
"312","CD4 T"
"313","CD4 T"
"314","CD4 T"
"315","other T"
"316","CD8 T"
"317","CD4 T"
"318","CD4 T"
"319","NK"
"320","CD4 T"
"321","CD4 T"
"322","CD4 T"
"323","other T"
"324","CD8 T"
"325","CD4 T"
"326","CD4 T"
"327","CD8 T"
"328","CD4 T"
"329","NK"
"330","CD8 T"
"331","CD4 T"
"332","CD4 T"
"333","CD8 T"
"334","CD8 T"
"335","CD8 T"
"336","CD4 T"
"337","CD4 T"
"338","other T"
"339","CD4 T"
"340","CD4 T"
"341","CD4 T"
"342","CD4 T"
"343","CD4 T"
"344","CD4 T"
"345","CD4 T"
"346","B"
"347","B"
"348","CD4 T"
"349","CD4 T"
"350","CD4 T"
"351","CD4 T"
"352","CD8 T"
"353","CD4 T"
"354","B"
"355","CD8 T"
"356","CD4 T"
"357","CD4 T"
"358","CD4 T"
"359","CD4 T"
"360","CD4 T"
"361","CD8 T"
"362","CD4 T"
"363","CD4 T"
"364","NK"
"365","CD4 T"
"366","CD4 T"
