"","x"
"1","NK"
"2","CD4 TCM"
"3","NK"
"4","CD4 Naive"
"5","gdT"
"6","CD8 Naive"
"7","NK"
"8","Treg"
"9","CD4 Naive"
"10","CD8 TEM"
"11","CD4 TCM"
"12","CD8 Naive"
"13","CD4 Naive"
"14","CD8 TEM"
"15","CD8 TEM"
"16","CD4 Naive"
"17","CD4 Naive"
"18","Treg"
"19","CD4 TCM"
"20","CD4 TCM"
"21","gdT"
"22","CD8 TEM"
"23","NK"
"24","CD4 Naive"
"25","CD4 TCM"
"26","CD8 TEM"
"27","CD4 TCM"
"28","CD4 TCM"
"29","CD8 Naive"
"30","CD4 Naive"
"31","CD4 Naive"
"32","NK"
"33","Treg"
"34","CD4 TEM"
"35","CD4 TCM"
"36","Treg"
"37","Treg"
"38","CD4 Naive"
"39","Treg"
"40","CD4 Naive"
"41","CD4 Naive"
"42","CD4 Naive"
"43","MAIT"
"44","CD4 Naive"
"45","Treg"
"46","CD4 Naive"
"47","Treg"
"48","MAIT"
"49","B naive"
"50","CD8 Naive"
"51","dnT"
"52","B intermediate"
"53","B naive"
"54","CD8 TEM"
"55","CD4 TCM"
"56","Treg"
"57","CD4 TCM"
"58","NK"
"59","CD4 Naive"
"60","CD8 TEM"
"61","CD8 TEM"
"62","ILC"
"63","HSPC"
"64","CD8 TEM"
"65","Treg"
"66","CD4 Naive"
"67","CD4 Naive"
"68","CD4 Naive"
"69","Treg"
"70","CD4 TCM"
"71","CD4 TCM"
"72","CD4 Naive"
"73","CD8 Naive"
"74","CD4 TCM"
"75","CD4 Naive"
"76","CD4 Naive"
"77","CD8 TEM"
"78","CD8 Naive"
"79","CD4 TCM"
"80","HSPC"
"81","CD4 TCM"
"82","CD4 TCM"
"83","CD4 Naive"
"84","Treg"
"85","CD4 Naive"
"86","Treg"
"87","NK"
"88","CD8 Naive"
"89","CD4 Naive"
"90","CD4 Naive"
"91","CD8 Naive"
"92","CD8 Naive"
"93","gdT"
"94","B intermediate"
"95","B intermediate"
"96","CD4 Naive"
"97","CD8 Naive"
"98","CD8 TEM"
"99","Treg"
"100","NK"
"101","Treg"
"102","CD4 TCM"
"103","MAIT"
"104","CD4 TCM"
"105","CD4 Naive"
"106","CD4 Naive"
"107","Treg"
"108","Treg"
"109","CD4 TCM"
"110","CD8 TEM"
"111","Treg"
"112","Treg"
"113","Treg"
"114","NK"
"115","CD4 TEM"
"116","NK"
"117","MAIT"
"118","Treg"
"119","CD8 TEM"
"120","B intermediate"
"121","CD4 TCM"
"122","CD8 Naive"
"123","Treg"
"124","MAIT"
"125","NK"
"126","pDC"
"127","CD4 TCM"
"128","CD4 Naive"
"129","NK"
"130","CD4 Naive"
"131","CD4 TCM"
"132","CD8 Naive"
"133","CD8 Naive"
"134","CD4 Naive"
"135","CD4 Naive"
"136","CD8 TEM"
"137","gdT"
"138","NK"
"139","CD4 Naive"
"140","Treg"
"141","CD8 TEM"
"142","CD4 Naive"
"143","NK"
"144","CD4 TCM"
"145","CD4 Naive"
"146","CD4 Proliferating"
"147","Treg"
"148","CD4 TCM"
"149","CD4 TCM"
"150","dnT"
"151","CD4 Naive"
"152","CD4 Naive"
"153","CD16 Mono"
"154","MAIT"
"155","Treg"
"156","CD4 TCM"
"157","CD4 Naive"
"158","Treg"
"159","HSPC"
"160","CD4 TCM"
"161","CD8 Naive"
"162","CD4 Naive"
"163","CD4 Naive"
"164","CD8 Naive"
"165","pDC"
"166","pDC"
"167","CD4 Naive"
"168","CD4 Naive"
"169","CD4 Naive"
"170","MAIT"
"171","MAIT"
"172","B naive"
"173","MAIT"
"174","CD4 Naive"
"175","Treg"
"176","CD4 TCM"
"177","NK"
"178","CD4 Naive"
"179","CD4 TCM"
"180","CD4 Naive"
"181","CD4 TCM"
"182","CD8 TEM"
"183","Treg"
"184","CD8 Naive"
"185","CD4 Naive"
"186","Treg"
"187","CD4 TCM"
"188","CD4 TCM"
"189","NK Proliferating"
"190","CD8 TEM"
"191","CD4 Naive"
"192","CD8 Naive"
"193","NK"
"194","CD4 TCM"
"195","NK"
"196","Treg"
"197","CD16 Mono"
"198","CD4 TCM"
"199","CD4 Naive"
"200","CD4 Naive"
"201","Treg"
"202","CD8 Naive"
"203","CD4 Naive"
"204","CD8 Naive"
"205","CD8 Naive"
"206","Treg"
"207","CD8 Naive"
"208","Platelet"
"209","CD4 Naive"
"210","CD4 Naive"
"211","CD4 Naive"
"212","CD4 Naive"
"213","CD4 TCM"
"214","CD4 TCM"
"215","CD8 Naive"
"216","MAIT"
"217","B naive"
"218","B naive"
"219","CD8 Naive"
"220","CD4 Naive"
"221","CD4 Naive"
"222","CD4 TCM"
"223","CD4 Naive"
"224","CD8 Naive"
"225","CD4 TCM"
"226","CD8 Naive"
"227","CD4 TCM"
"228","CD4 TCM"
"229","MAIT"
"230","CD4 Naive"
"231","CD8 Naive"
"232","CD4 Naive"
"233","B naive"
"234","B intermediate"
"235","CD8 Naive"
"236","CD4 Naive"
"237","gdT"
"238","Treg"
"239","CD4 Naive"
"240","Treg"
"241","CD4 Naive"
"242","CD4 Naive"
"243","CD4 Naive"
"244","Treg"
"245","CD4 Naive"
"246","NK"
"247","B naive"
"248","CD4 Naive"
"249","CD4 Naive"
"250","CD4 Naive"
"251","CD4 Naive"
"252","B naive"
"253","pDC"
"254","CD4 Naive"
"255","CD8 Naive"
"256","pDC"
"257","CD4 Naive"
"258","NK"
"259","CD4 Naive"
"260","CD4 Naive"
"261","Treg"
"262","CD8 TEM"
"263","CD4 TEM"
"264","CD4 Naive"
"265","CD4 Naive"
"266","CD4 Naive"
"267","CD8 Naive"
"268","CD8 Naive"
"269","Treg"
"270","CD4 Naive"
"271","CD4 TCM"
"272","NK"
"273","Treg"
"274","CD4 TCM"
"275","CD8 Naive"
"276","CD4 Naive"
"277","CD4 Naive"
"278","CD4 Naive"
"279","CD4 Naive"
"280","CD4 Naive"
"281","CD4 Naive"
"282","Treg"
"283","Treg"
"284","CD4 Naive"
"285","CD8 Naive"
"286","CD8 TEM"
"287","CD4 TCM"
"288","CD4 Naive"
"289","CD4 TCM"
"290","CD4 Naive"
"291","CD8 Naive"
"292","dnT"
"293","CD4 Naive"
"294","CD4 TCM"
"295","dnT"
"296","NK"
"297","CD8 TCM"
"298","CD8 TEM"
"299","CD4 Naive"
"300","CD4 Naive"
"301","dnT"
"302","CD4 Naive"
"303","CD4 Naive"
"304","CD4 Naive"
"305","CD4 Proliferating"
"306","Treg"
"307","CD4 Naive"
"308","CD8 Naive"
"309","B naive"
"310","CD4 Naive"
"311","Treg"
"312","CD4 TCM"
"313","CD4 Naive"
"314","Treg"
"315","CD4 TCM"
"316","B intermediate"
"317","CD4 Naive"
"318","Treg"
"319","CD4 Naive"
"320","Treg"
"321","CD4 Proliferating"
"322","Treg"
"323","CD4 TCM"
"324","CD4 Naive"
"325","CD4 Naive"
"326","CD4 Naive"
"327","CD4 Naive"
"328","gdT"
"329","CD4 TCM"
"330","CD4 Naive"
"331","CD4 Naive"
"332","CD4 Proliferating"
"333","pDC"
"334","CD4 Naive"
"335","CD4 Naive"
"336","CD4 Naive"
"337","Treg"
"338","CD4 Naive"
"339","CD4 Naive"
"340","CD4 Naive"
"341","CD4 Naive"
"342","CD4 TCM"
"343","CD4 TCM"
"344","Treg"
"345","CD4 TCM"
"346","B intermediate"
"347","CD8 Naive"
"348","HSPC"
"349","CD4 Proliferating"
"350","CD4 Naive"
"351","CD4 Naive"
"352","MAIT"
"353","CD4 Naive"
"354","NK"
"355","MAIT"
"356","Treg"
"357","CD4 Naive"
"358","CD4 Naive"
"359","CD16 Mono"
"360","NK"
"361","CD4 Naive"
"362","CD4 Naive"
"363","CD8 Naive"
"364","HSPC"
"365","CD4 Naive"
"366","CD4 Naive"
"367","Treg"
"368","CD4 Naive"
"369","Treg"
"370","NK"
"371","CD4 TCM"
"372","CD8 Naive"
"373","CD4 Naive"
"374","CD4 Naive"
"375","CD4 Naive"
"376","Treg"
"377","CD4 Naive"
"378","CD8 Naive"
"379","CD4 TCM"
