"","x"
"1","NK_2"
"2","CD4 TCM_3"
"3","NK_2"
"4","CD4 Naive"
"5","gdT_1"
"6","CD8 Naive"
"7","NK_4"
"8","Treg Memory"
"9","CD4 Naive"
"10","CD8 TEM_6"
"11","CD4 Naive"
"12","CD8 Naive"
"13","CD4 Naive"
"14","CD4 TEM_2"
"15","CD8 TEM_2"
"16","CD4 Naive"
"17","CD4 Naive"
"18","Treg Memory"
"19","CD4 TCM_3"
"20","CD4 TCM_2"
"21","gdT_1"
"22","CD8 TEM_6"
"23","NK_4"
"24","CD4 Naive"
"25","CD4 TCM_3"
"26","dnT_2"
"27","Treg Memory"
"28","CD4 TCM_2"
"29","CD8 Naive"
"30","CD4 Naive"
"31","CD4 Naive"
"32","NK_2"
"33","Treg Memory"
"34","CD4 TCM_1"
"35","CD4 TCM_2"
"36","Treg Memory"
"37","Treg Memory"
"38","CD4 Naive"
"39","Treg Memory"
"40","CD4 Naive"
"41","CD4 Naive"
"42","CD4 Naive"
"43","MAIT"
"44","CD4 Naive"
"45","Treg Memory"
"46","CD4 Naive"
"47","Treg Memory"
"48","MAIT"
"49","B naive kappa"
"50","CD8 Naive"
"51","dnT_2"
"52","B intermediate kappa"
"53","B naive kappa"
"54","CD4 Naive"
"55","CD4 TCM_2"
"56","Treg Memory"
"57","CD4 TCM_3"
"58","NK_2"
"59","CD4 Naive"
"60","CD8 TEM_1"
"61","CD8 TEM_6"
"62","ILC"
"63","HSPC"
"64","CD8 TEM_2"
"65","Treg Memory"
"66","CD4 Naive"
"67","CD4 Naive"
"68","CD4 Naive"
"69","Treg Memory"
"70","CD4 TCM_1"
"71","CD8 TEM_2"
"72","CD4 Naive"
"73","CD8 Naive"
"74","CD4 TCM_3"
"75","CD4 Naive"
"76","CD4 Naive"
"77","CD8 TEM_2"
"78","CD8 Naive_2"
"79","CD4 TCM_2"
"80","HSPC"
"81","CD4 TCM_2"
"82","CD4 TCM_2"
"83","CD4 Naive"
"84","Treg Memory"
"85","CD4 Naive"
"86","Treg Memory"
"87","NK_4"
"88","dnT_2"
"89","CD4 Naive"
"90","CD4 Naive"
"91","CD8 Naive_2"
"92","CD8 Naive"
"93","gdT_1"
"94","B intermediate kappa"
"95","B intermediate lambda"
"96","CD4 Naive"
"97","CD8 Naive"
"98","CD8 TEM_2"
"99","Treg Memory"
"100","NK_4"
"101","Treg Memory"
"102","CD4 TCM_1"
"103","MAIT"
"104","CD4 Naive"
"105","CD4 Naive"
"106","CD4 Naive"
"107","Treg Memory"
"108","Treg Memory"
"109","CD4 TCM_1"
"110","CD8 TEM_6"
"111","Treg Memory"
"112","Treg Memory"
"113","Treg Memory"
"114","NK_2"
"115","CD4 TEM_2"
"116","NK_2"
"117","MAIT"
"118","Treg Memory"
"119","CD8 TEM_2"
"120","B intermediate kappa"
"121","CD4 TCM_3"
"122","CD8 Naive"
"123","Treg Memory"
"124","MAIT"
"125","NK_2"
"126","pDC"
"127","CD4 TCM_3"
"128","CD4 Naive"
"129","NK_2"
"130","CD4 Naive"
"131","CD4 TCM_2"
"132","CD8 Naive"
"133","CD8 Naive"
"134","CD4 Naive"
"135","CD4 Naive"
"136","CD8 TEM_6"
"137","gdT_1"
"138","NK_2"
"139","CD4 Naive"
"140","Treg Memory"
"141","CD8 TEM_2"
"142","CD4 Naive"
"143","NK_2"
"144","Treg Memory"
"145","CD4 Naive"
"146","CD4 Proliferating"
"147","Treg Memory"
"148","CD4 TCM_2"
"149","CD4 TCM_2"
"150","dnT_2"
"151","CD4 Naive"
"152","CD4 Naive"
"153","CD16 Mono"
"154","MAIT"
"155","Treg Memory"
"156","CD4 Naive"
"157","CD4 Naive"
"158","Treg Memory"
"159","HSPC"
"160","CD4 TCM_2"
"161","CD8 Naive"
"162","CD4 Naive"
"163","CD4 Naive"
"164","CD8 Naive_2"
"165","pDC"
"166","pDC"
"167","CD4 Naive"
"168","CD4 Naive"
"169","CD4 Naive"
"170","MAIT"
"171","MAIT"
"172","B naive kappa"
"173","MAIT"
"174","CD4 Naive"
"175","Treg Memory"
"176","CD4 TCM_2"
"177","NK_2"
"178","CD4 Naive"
"179","CD4 TCM_2"
"180","CD4 Naive"
"181","CD4 TCM_1"
"182","dnT_2"
"183","Treg Memory"
"184","CD8 Naive"
"185","CD4 Naive"
"186","CD4 Naive"
"187","CD4 TCM_1"
"188","CD4 TCM_3"
"189","NK Proliferating"
"190","CD8 TEM_2"
"191","CD4 Naive"
"192","CD8 Naive"
"193","NK_2"
"194","CD4 TCM_1"
"195","NK_2"
"196","Treg Memory"
"197","CD16 Mono"
"198","CD4 TCM_3"
"199","CD4 Naive"
"200","CD4 Naive"
"201","Treg Memory"
"202","CD8 Naive"
"203","CD4 Naive"
"204","CD8 Naive"
"205","CD8 Naive"
"206","Treg Memory"
"207","CD8 Naive"
"208","Platelet"
"209","CD4 Naive"
"210","CD4 Naive"
"211","CD4 Naive"
"212","CD4 Naive"
"213","CD4 Naive"
"214","CD4 TCM_2"
"215","CD8 Naive"
"216","MAIT"
"217","B naive kappa"
"218","B naive kappa"
"219","CD8 Naive"
"220","CD4 Naive"
"221","CD4 Naive"
"222","Treg Memory"
"223","CD4 Naive"
"224","CD8 Naive"
"225","CD4 TCM_2"
"226","CD8 Naive"
"227","CD4 Naive"
"228","CD4 TCM_1"
"229","MAIT"
"230","CD4 Naive"
"231","CD8 Naive"
"232","CD4 Naive"
"233","B naive kappa"
"234","B intermediate kappa"
"235","CD8 Naive"
"236","CD4 Naive"
"237","gdT_1"
"238","Treg Memory"
"239","CD4 Naive"
"240","Treg Memory"
"241","CD4 Naive"
"242","CD4 Naive"
"243","CD4 Naive"
"244","Treg Memory"
"245","CD4 Naive"
"246","NK_2"
"247","B naive kappa"
"248","CD4 Naive"
"249","CD4 Naive"
"250","CD4 Naive"
"251","CD4 Naive"
"252","B naive kappa"
"253","pDC"
"254","CD4 Naive"
"255","CD8 Naive"
"256","pDC"
"257","CD4 Naive"
"258","NK_2"
"259","CD4 Naive"
"260","CD4 Naive"
"261","Treg Memory"
"262","CD8 TEM_2"
"263","CD4 TEM_2"
"264","CD4 Naive"
"265","CD4 Naive"
"266","CD4 Naive"
"267","CD8 Naive_2"
"268","CD8 Naive"
"269","Treg Memory"
"270","CD4 Naive"
"271","CD4 TCM_3"
"272","NK_2"
"273","Treg Memory"
"274","CD4 TCM_2"
"275","CD8 Naive"
"276","CD4 Naive"
"277","CD4 Naive"
"278","CD4 Naive"
"279","CD4 Naive"
"280","CD4 Naive"
"281","CD4 Naive"
"282","Treg Memory"
"283","Treg Memory"
"284","CD4 Naive"
"285","CD8 Naive"
"286","CD8 TEM_2"
"287","CD4 TCM_1"
"288","CD4 Naive"
"289","CD4 TCM_3"
"290","CD4 Naive"
"291","CD8 Naive"
"292","dnT_2"
"293","CD4 Naive"
"294","CD4 TCM_1"
"295","dnT_2"
"296","NK_2"
"297","CD8 TCM_2"
"298","CD8 TEM_1"
"299","CD4 Naive"
"300","CD4 Naive"
"301","dnT_2"
"302","CD4 Naive"
"303","CD4 Naive"
"304","CD4 Naive"
"305","CD4 Proliferating"
"306","Treg Memory"
"307","CD4 Naive"
"308","CD8 Naive"
"309","B naive kappa"
"310","CD4 Naive"
"311","Treg Memory"
"312","CD4 TCM_1"
"313","CD4 Naive"
"314","Treg Memory"
"315","CD4 TCM_1"
"316","B intermediate kappa"
"317","CD4 Naive"
"318","Treg Memory"
"319","CD4 Naive"
"320","Treg Memory"
"321","CD4 Proliferating"
"322","Treg Memory"
"323","CD4 TCM_2"
"324","CD4 Naive"
"325","CD4 Naive"
"326","CD4 Naive"
"327","CD4 Naive"
"328","gdT_1"
"329","CD4 Naive"
"330","CD4 Naive"
"331","CD4 Naive"
"332","CD4 Proliferating"
"333","pDC"
"334","CD4 Naive"
"335","CD4 Naive"
"336","CD4 Naive"
"337","Treg Memory"
"338","CD4 Naive"
"339","CD4 Naive"
"340","CD4 Naive"
"341","CD4 Naive"
"342","CD4 TCM_3"
"343","CD4 TCM_2"
"344","Treg Memory"
"345","CD4 TCM_3"
"346","B intermediate lambda"
"347","CD8 Naive"
"348","HSPC"
"349","CD4 Proliferating"
"350","CD4 Naive"
"351","CD4 Naive"
"352","MAIT"
"353","CD4 Naive"
"354","NK_2"
"355","MAIT"
"356","Treg Memory"
"357","CD4 Naive"
"358","CD4 Naive"
"359","CD16 Mono"
"360","NK_2"
"361","CD4 Naive"
"362","CD4 Naive"
"363","CD8 Naive"
"364","HSPC"
"365","CD4 Naive"
"366","CD4 Naive"
"367","Treg Memory"
"368","CD4 Naive"
"369","Treg Memory"
"370","NK_2"
"371","CD4 TCM_3"
"372","CD8 Naive"
"373","CD4 Naive"
"374","CD4 Naive"
"375","CD4 Naive"
"376","Treg Memory"
"377","CD4 Naive"
"378","CD8 Naive"
"379","CD4 TCM_2"
"380","CD4 Naive"
"381","CD4 Naive"
"382","CD4 TCM_1"
"383","CD4 TCM_2"
"384","CD4 Naive"
"385","CD4 Naive"
"386","CD4 Naive"
"387","CD4 TCM_2"
"388","dnT_2"
"389","MAIT"
"390","CD4 Naive"
"391","Treg Memory"
"392","CD4 Naive"
"393","Treg Memory"
"394","Treg Memory"
"395","Treg Memory"
"396","CD4 Naive"
"397","CD8 TEM_2"
"398","CD4 Naive"
"399","Treg Memory"
"400","CD8 Naive"
"401","CD8 Naive"
"402","CD4 TCM_2"
"403","dnT_2"
"404","CD4 Naive"
"405","HSPC"
"406","CD8 Naive"
"407","CD4 Naive"
"408","CD4 Naive"
"409","dnT_2"
"410","Treg Memory"
"411","CD4 Naive"
"412","MAIT"
"413","CD4 Naive"
"414","CD4 TCM_1"
"415","MAIT"
"416","CD4 Naive"
"417","CD4 Naive"
"418","CD4 Proliferating"
"419","CD8 Naive"
"420","CD4 Naive"
"421","CD4 Naive"
"422","CD4 Naive"
"423","CD4 Naive"
"424","CD4 Naive"
"425","pDC"
"426","NK_2"
"427","CD8 Naive"
"428","pDC"
"429","CD4 TCM_1"
"430","CD4 Naive"
"431","CD8 Naive_2"
"432","CD8 Naive"
"433","Treg Memory"
"434","CD4 Naive"
"435","CD4 Naive"
"436","CD4 Naive"
"437","CD4 Naive"
"438","CD8 Naive"
"439","CD8 Naive"
"440","CD4 Naive"
"441","CD4 Naive"
"442","CD4 Naive"
"443","CD4 Naive"
"444","CD8 Naive"
"445","CD4 Naive"
"446","CD4 TCM_3"
"447","MAIT"
"448","Treg Memory"
"449","CD4 Naive"
"450","CD4 Naive"
"451","Treg Memory"
"452","B intermediate lambda"
"453","NK_2"
"454","CD4 Naive"
"455","CD4 Naive"
"456","CD4 Naive"
"457","CD4 Naive"
"458","CD4 Naive"
"459","Treg Memory"
"460","ILC"
"461","dnT_2"
"462","Treg Memory"
"463","CD4 Naive"
"464","CD8 Naive"
"465","B memory lambda"
"466","CD4 Naive"
"467","Treg Memory"
"468","Treg Memory"
"469","CD8 Naive"
"470","CD4 Naive"
"471","CD8 Naive"
"472","Treg Memory"
"473","CD8 TEM_6"
"474","CD8 Naive"
"475","CD8 Naive"
"476","CD4 Naive"
"477","CD4 TCM_1"
"478","CD4 Naive"
"479","CD4 TCM_1"
"480","CD4 Naive"
"481","B memory lambda"
"482","CD4 Naive"
"483","CD4 Naive"
"484","CD4 Naive"
"485","CD4 Naive"
"486","Treg Memory"
"487","CD4 TCM_2"
