"","x"
"1","CD8 TEM"
"2","CD8 TEM"
"3","B naive"
"4","CD4 TCM"
"5","B naive"
"6","CD4 Naive"
"7","NK"
"8","Eryth"
"9","Eryth"
"10","CD4 TCM"
"11","CD4 Naive"
"12","B naive"
"13","CD4 Naive"
"14","CD8 TEM"
"15","Eryth"
"16","CD8 TEM"
"17","MAIT"
"18","Eryth"
"19","CD14 Mono"
"20","CD14 Mono"
"21","CD4 TCM"
"22","CD4 TCM"
"23","B naive"
"24","CD4 Naive"
"25","Eryth"
"26","B naive"
"27","CD8 TEM"
"28","CD4 Naive"
"29","CD4 TCM"
"30","CD8 Naive"
"31","CD4 Naive"
"32","CD4 Naive"
"33","CD4 Naive"
"34","CD8 TEM"
"35","CD8 TEM"
"36","CD4 Naive"
"37","B intermediate"
"38","CD4 TCM"
"39","CD4 TCM"
"40","CD4 Naive"
"41","CD4 Naive"
"42","Eryth"
"43","B naive"
"44","B naive"
"45","Eryth"
"46","B naive"
"47","B naive"
"48","CD4 Naive"
"49","CD4 Naive"
"50","CD4 Naive"
"51","HSPC"
"52","CD8 Naive"
"53","CD4 TCM"
"54","HSPC"
"55","CD4 Naive"
"56","pDC"
"57","CD16 Mono"
"58","CD8 Naive"
"59","B naive"
"60","Eryth"
"61","CD4 TCM"
"62","Eryth"
"63","CD4 TCM"
"64","CD4 Naive"
"65","Eryth"
"66","CD14 Mono"
"67","CD4 Naive"
"68","CD8 TEM"
"69","CD8 TEM"
"70","CD4 Naive"
"71","CD4 Naive"
"72","MAIT"
"73","CD8 TEM"
"74","B naive"
"75","CD4 Naive"
"76","MAIT"
"77","MAIT"
"78","CD4 Naive"
"79","Eryth"
"80","CD8 TEM"
"81","CD4 TCM"
"82","Eryth"
"83","Treg"
"84","CD4 Naive"
"85","pDC"
"86","CD4 Naive"
"87","CD8 TEM"
"88","NK"
"89","B naive"
"90","CD4 TCM"
"91","B naive"
"92","MAIT"
"93","CD4 Naive"
"94","B naive"
"95","MAIT"
"96","CD4 TCM"
"97","CD4 TCM"
"98","CD8 Naive"
"99","Eryth"
"100","CD4 Naive"
"101","CD8 TEM"
"102","B naive"
"103","CD4 Naive"
"104","CD8 Naive"
"105","CD4 TCM"
"106","CD4 TCM"
"107","CD4 TCM"
"108","CD4 Naive"
"109","CD4 TCM"
"110","CD8 TEM"
"111","CD4 Naive"
"112","Treg"
"113","MAIT"
"114","CD4 TCM"
"115","CD4 Naive"
"116","Eryth"
"117","CD4 TCM"
"118","NK"
"119","CD4 Naive"
"120","CD4 TCM"
"121","CD4 TCM"
"122","CD8 Naive"
"123","CD4 TCM"
"124","CD8 TEM"
"125","B naive"
"126","B naive"
"127","CD4 TCM"
"128","CD4 TCM"
"129","NK"
"130","CD8 TEM"
"131","CD4 Naive"
"132","NK"
"133","CD4 Naive"
"134","CD4 TCM"
"135","Eryth"
"136","B naive"
"137","CD8 TEM"
"138","CD4 Naive"
"139","CD4 Naive"
"140","NK"
"141","CD4 Naive"
"142","B intermediate"
"143","CD4 Naive"
"144","Eryth"
"145","CD8 TEM"
"146","B naive"
"147","CD4 TCM"
"148","CD4 Naive"
"149","B naive"
"150","Eryth"
"151","CD4 Naive"
"152","CD4 Naive"
"153","CD4 TCM"
"154","CD4 TCM"
"155","CD4 TCM"
"156","CD4 TCM"
"157","MAIT"
"158","B naive"
"159","B naive"
"160","CD8 Naive"
"161","Platelet"
"162","B naive"
"163","NK"
"164","B intermediate"
"165","CD8 TEM"
"166","NK"
"167","B memory"
"168","B naive"
"169","MAIT"
"170","CD4 Naive"
"171","CD4 Naive"
"172","Eryth"
"173","B naive"
"174","B naive"
"175","CD4 Naive"
"176","CD4 TCM"
"177","CD4 Naive"
"178","CD4 Naive"
"179","CD4 TCM"
"180","CD4 Naive"
"181","NK"
"182","CD4 TCM"
"183","MAIT"
"184","CD4 TCM"
"185","CD4 TCM"
"186","B naive"
"187","CD4 Naive"
"188","CD4 TCM"
"189","CD4 Naive"
"190","CD4 TCM"
"191","B naive"
"192","CD4 Naive"
"193","B intermediate"
"194","CD8 TEM"
"195","CD4 TCM"
"196","ILC"
"197","CD8 TEM"
"198","NK"
"199","CD14 Mono"
"200","CD8 Naive"
"201","CD4 TCM"
"202","CD4 Naive"
"203","Eryth"
"204","CD4 Naive"
"205","NK"
"206","CD4 Naive"
"207","CD4 Naive"
"208","CD8 TEM"
"209","CD4 TCM"
"210","CD4 Naive"
"211","CD4 Naive"
"212","CD4 TCM"
"213","B naive"
"214","CD4 Naive"
"215","CD4 Naive"
"216","CD16 Mono"
"217","MAIT"
"218","CD8 TEM"
"219","CD4 TCM"
"220","CD4 Naive"
"221","CD4 TCM"
"222","CD4 Naive"
"223","ILC"
"224","NK"
"225","CD4 Naive"
"226","CD4 Naive"
"227","CD4 TCM"
"228","Eryth"
"229","Eryth"
"230","CD4 Naive"
"231","CD4 TCM"
"232","CD8 TEM"
"233","MAIT"
"234","CD4 Naive"
"235","CD8 TEM"
"236","B naive"
"237","B naive"
"238","CD4 TCM"
"239","CD4 TCM"
"240","CD4 TCM"
"241","CD4 Naive"
"242","CD4 TCM"
"243","CD4 Naive"
"244","CD4 TCM"
"245","CD4 TCM"
"246","HSPC"
"247","CD4 TCM"
"248","CD4 Naive"
"249","cDC2"
"250","CD8 Naive"
"251","CD8 TEM"
