,x
1,Progenitor
2,CD4 T
3,CD4 T
4,CD4 T
5,Mono
6,B
7,CD8 T
8,Mono
9,B
10,CD8 T
11,CD4 T
12,CD8 T
13,CD8 T
14,CD4 T
15,CD8 T
16,Mono
17,CD8 T
18,CD4 T
19,CD4 T
20,CD4 T
21,CD4 T
22,NK
23,CD8 T
24,CD4 T
25,Progenitor
26,Progenitor
27,CD4 T
28,Mono
29,DC
30,CD8 T
31,Mono
32,CD4 T
33,Mono
34,Progenitor
35,Progenitor
36,Mono
37,CD4 T
38,Mono
39,CD4 T
40,CD4 T
41,DC
42,CD4 T
43,CD8 T
44,CD4 T
45,CD8 T
46,CD4 T
47,CD8 T
48,DC
49,Mono
50,Mono
51,CD4 T
52,Mono
53,CD4 T
54,other T
55,B
56,Mono
57,CD4 T
58,Mono
59,CD4 T
60,B
61,CD8 T
62,CD8 T
63,CD4 T
64,Mono
65,other T
66,CD8 T
67,CD4 T
68,DC
69,CD4 T
70,other T
71,CD4 T
72,NK
73,B
74,NK
75,CD4 T
76,Mono
77,DC
78,CD4 T
79,CD4 T
80,Progenitor
81,Mono
82,CD4 T
83,B
84,NK
85,Mono
86,CD8 T
87,CD4 T
88,CD4 T
89,Mono
90,CD4 T
91,B
92,CD4 T
93,CD4 T
94,CD8 T
95,Mono
96,CD4 T
97,CD4 T
98,CD8 T
99,DC
100,B
101,CD4 T
102,Progenitor
103,CD8 T
104,Mono
105,CD4 T
106,CD4 T
107,Mono
108,CD4 T
109,CD4 T
110,Mono
111,CD8 T
112,CD4 T
113,CD4 T
114,CD4 T
115,NK
116,CD4 T
117,CD8 T
118,CD4 T
119,B
120,DC
121,CD4 T
122,Mono
123,Progenitor
124,other T
125,CD8 T
126,DC
127,CD8 T
128,Mono
129,CD4 T
130,B
131,NK
132,B
133,Progenitor
134,Progenitor
135,B
136,Mono
137,CD4 T
138,B
139,other T
140,Mono
141,B
142,CD4 T
143,CD8 T
144,Mono
145,Mono
146,NK
147,NK
148,Mono
149,Mono
150,CD4 T
151,Progenitor
152,CD4 T
153,Mono
154,CD8 T
155,Mono
156,CD4 T
157,CD8 T
158,CD4 T
159,DC
160,other T
161,CD4 T
162,CD8 T
163,B
164,Mono
165,Mono
166,B
167,CD4 T
168,CD4 T
169,NK
170,CD8 T
171,Mono
172,CD4 T
173,CD4 T
174,CD8 T
175,Progenitor
176,B
177,CD8 T
178,Progenitor
179,CD4 T
180,CD8 T
181,CD8 T
182,B
183,B
184,CD8 T
185,Progenitor
186,CD8 T
187,CD8 T
188,CD4 T
189,CD4 T
190,Mono
191,CD8 T
192,B
193,Mono
194,CD4 T
195,DC
196,CD8 T
197,CD4 T
198,CD8 T
199,Progenitor
200,CD8 T
201,Mono
202,CD4 T
203,B
204,Progenitor
205,CD4 T
206,Progenitor
207,Mono
208,CD8 T
209,Mono
210,CD4 T
211,Progenitor
212,CD4 T
213,Progenitor
214,CD4 T
215,CD4 T
216,CD4 T
217,B
218,Mono
219,other T
220,CD4 T
221,CD4 T
222,B
223,Mono
224,CD8 T
225,CD8 T
226,Mono
227,Progenitor
228,Progenitor
229,Mono
230,CD8 T
231,other T
232,B
233,B
234,Progenitor
235,CD8 T
236,CD4 T
237,CD8 T
238,B
239,B
240,CD4 T
241,Mono
242,CD4 T
243,NK
244,CD8 T
245,CD4 T
246,DC
247,CD8 T
248,CD8 T
249,CD8 T
250,B
251,B
252,NK
253,NK
254,Progenitor
255,Mono
256,B
257,other T
258,CD4 T
259,Mono
260,Mono
261,CD4 T
262,B
263,Mono
264,Mono
265,Mono
266,CD4 T
267,CD4 T
268,Mono
269,CD8 T
270,Progenitor
271,CD4 T
272,CD8 T
273,CD8 T
274,Progenitor
275,CD8 T
276,other T
277,CD4 T
278,CD4 T
279,other T
280,Progenitor
281,CD8 T
282,CD4 T
283,CD4 T
284,CD8 T
285,Mono
286,NK
287,CD4 T
288,CD4 T
289,CD8 T
290,B
291,Progenitor
292,CD4 T
293,Mono
294,NK
295,CD4 T
296,Progenitor
297,Progenitor
298,Mono
299,NK
300,CD4 T
301,Mono
302,CD8 T
303,CD4 T
304,CD8 T
305,CD4 T
306,CD8 T
307,CD8 T
308,B
309,B
310,Mono
311,B
312,Mono
313,CD4 T
314,CD8 T
315,B
316,CD8 T
317,Mono
318,Progenitor
319,B
320,B
321,CD8 T
322,Progenitor
323,CD4 T
324,CD4 T
325,Progenitor
326,Mono
327,CD8 T
328,B
329,NK
330,Mono
331,Mono
332,CD4 T
333,Mono
334,CD8 T
335,Mono
336,CD4 T
337,Progenitor
338,CD8 T
339,Progenitor
340,B
341,CD8 T
342,Mono
343,Mono
344,CD4 T
345,B
346,CD4 T
347,DC
348,CD8 T
349,Progenitor
350,CD4 T
351,CD4 T
352,B
353,Mono
354,CD4 T
355,B
356,Mono
357,Mono
358,CD8 T
359,Progenitor
360,CD4 T
361,B
362,Progenitor
363,CD8 T
364,B
365,Mono
366,Mono
367,CD8 T
368,CD4 T
369,B
370,Mono
371,CD4 T
372,CD4 T
373,CD4 T
374,CD4 T
375,Progenitor
376,other T
377,CD8 T
378,Progenitor
379,CD4 T
380,other T
381,CD4 T
382,Mono
383,CD8 T
384,CD8 T
385,Mono
386,CD4 T
387,Mono
388,other T
389,Mono
390,Progenitor
391,B
392,other T
393,B
394,CD4 T
395,CD8 T
396,CD8 T
397,CD8 T
398,Mono
399,CD4 T
400,Mono
401,CD4 T
402,CD8 T
403,Mono
404,Progenitor
405,Mono
406,CD8 T
407,CD8 T
408,CD8 T
409,Mono
410,Mono
411,CD8 T
412,Mono
413,Mono
414,NK
415,Mono
416,Mono
417,Mono
418,CD8 T
419,Progenitor
420,CD8 T
421,CD4 T
422,Mono
423,NK
424,NK
425,CD4 T
426,B
427,Mono
428,CD4 T
429,Mono
430,CD4 T
431,Progenitor
432,CD8 T
433,Progenitor
434,CD8 T
435,Mono
436,Mono
437,CD4 T
438,CD4 T
439,CD4 T
440,Mono
441,CD4 T
442,CD8 T
443,CD4 T
444,CD4 T
445,CD4 T
446,B
447,CD8 T
448,Mono
449,CD4 T
450,CD4 T
451,Progenitor
452,CD4 T
453,CD4 T
454,CD4 T
455,B
456,NK
457,Mono
458,other T
459,CD8 T
460,B
461,CD4 T
462,Mono
463,Mono
464,CD4 T
465,CD4 T
466,CD4 T
467,Mono
468,Mono
469,CD8 T
470,CD4 T
471,Mono
472,Progenitor
473,B
474,Mono
475,B
476,CD8 T
477,CD4 T
478,Progenitor
479,CD4 T
480,B
481,CD8 T
482,CD4 T
483,CD4 T
484,CD4 T
485,CD4 T
486,CD4 T
487,Mono
488,CD8 T
489,CD4 T
490,CD8 T
491,DC
492,Mono
493,CD8 T
494,Mono
495,Progenitor
496,CD4 T
497,CD8 T
498,CD8 T
499,Mono
500,CD8 T
501,B
502,B
503,Progenitor
504,Mono
505,Mono
506,DC
507,CD4 T
508,Mono
509,CD4 T
510,CD4 T
511,CD8 T
512,CD4 T
513,DC
514,CD4 T
515,DC
516,CD8 T
517,Progenitor
518,CD4 T
519,Progenitor
520,CD8 T
521,CD4 T
522,CD4 T
523,Mono
524,CD8 T
525,DC
526,CD8 T
527,CD8 T
528,CD4 T
529,CD4 T
530,Mono
531,Progenitor
532,CD8 T
533,CD4 T
534,CD8 T
535,CD4 T
536,CD8 T
537,CD8 T
538,Mono
539,Mono
540,CD4 T
541,CD4 T
542,CD4 T
543,Mono
544,B
545,CD4 T
546,CD8 T
547,B
548,B
549,CD4 T
550,Mono
551,CD8 T
552,Progenitor
553,B
554,Progenitor
555,Mono
556,Progenitor
557,NK
558,Progenitor
559,CD8 T
560,Mono
561,B
562,Progenitor
563,CD8 T
564,Mono
565,Mono
566,CD4 T
567,B
568,CD8 T
569,CD4 T
570,CD4 T
571,Mono
572,Mono
573,B
574,Progenitor
575,CD8 T
576,CD4 T
577,B
578,Mono
579,Mono
580,Progenitor
581,B
582,CD8 T
583,DC
584,B
585,CD4 T
586,DC
587,Mono
588,other T
589,CD8 T
590,Progenitor
591,CD4 T
592,CD4 T
593,Mono
594,CD4 T
595,Mono
596,CD4 T
597,CD8 T
598,CD4 T
599,CD4 T
600,CD4 T
601,B
602,CD4 T
603,Progenitor
604,Mono
605,Mono
606,Mono
607,Mono
608,Mono
609,CD4 T
610,CD8 T
611,CD8 T
612,CD4 T
613,Mono
614,CD8 T
615,DC
616,CD4 T
617,CD4 T
618,CD4 T
619,CD4 T
620,Mono
621,Mono
622,NK
623,CD8 T
624,CD8 T
625,CD4 T
626,CD4 T
627,Mono
628,DC
629,Mono
630,CD8 T
631,B
632,Mono
633,CD4 T
634,B
635,CD4 T
636,CD8 T
637,Mono
638,CD8 T
639,CD4 T
640,Mono
641,CD8 T
642,Mono
643,CD4 T
644,B
645,B
646,CD8 T
647,CD4 T
648,CD4 T
649,CD4 T
650,Progenitor
651,CD4 T
652,other T
653,B
654,Progenitor
655,CD4 T
656,Mono
657,B
658,CD4 T
659,CD4 T
660,CD4 T
661,CD4 T
662,Mono
663,CD8 T
664,B
665,Mono
666,B
667,Mono
668,Mono
669,CD4 T
670,CD4 T
671,CD8 T
672,CD4 T
673,B
674,B
675,CD4 T
676,Mono
677,CD4 T
678,CD8 T
679,Mono
680,Progenitor
681,other T
682,CD8 T
683,CD8 T
684,CD4 T
685,B
686,CD4 T
687,Mono
688,CD4 T
689,CD8 T
690,CD8 T
691,CD8 T
692,CD4 T
693,CD4 T
694,CD8 T
695,B
696,Mono
697,B
698,Mono
699,Progenitor
700,CD4 T
701,Progenitor
702,B
703,NK
704,other T
705,CD4 T
706,Mono
707,NK
708,CD4 T
709,Mono
710,CD8 T
711,Mono
712,B
713,Mono
714,CD8 T
715,B
716,Mono
717,CD4 T
718,CD4 T
719,B
720,B
721,CD8 T
722,B
723,Mono
724,DC
725,CD4 T
726,other T
727,Mono
728,CD4 T
729,CD4 T
730,CD4 T
731,CD4 T
732,B
733,B
734,CD8 T
735,CD4 T
736,B
737,CD4 T
738,B
739,Progenitor
740,B
741,Mono
742,CD8 T
743,other T
744,CD8 T
745,CD8 T
746,Progenitor
747,CD4 T
748,CD8 T
749,CD4 T
750,CD4 T
751,Mono
752,B
753,CD8 T
754,Progenitor
755,Mono
756,CD8 T
757,CD8 T
758,CD8 T
759,B
760,CD8 T
761,Mono
762,Mono
763,B
764,Progenitor
765,B
766,CD8 T
767,Mono
768,CD4 T
769,B
770,CD4 T
771,B
772,CD4 T
773,CD4 T
774,NK
775,Mono
776,CD4 T
777,Mono
778,DC
779,Mono
780,Mono
781,Mono
782,B
783,Progenitor
784,B
785,Progenitor
786,Mono
787,NK
788,Mono
789,B
790,CD4 T
791,Progenitor
792,Progenitor
793,Progenitor
794,CD4 T
795,CD8 T
796,CD4 T
797,CD4 T
798,Mono
799,Mono
800,CD4 T
801,CD8 T
802,CD8 T
803,NK
804,Mono
805,CD4 T
806,CD8 T
807,Mono
808,CD4 T
809,CD8 T
810,CD4 T
811,CD4 T
812,Progenitor
813,CD8 T
814,Progenitor
815,Progenitor
816,B
817,CD8 T
818,NK
819,CD8 T
820,CD4 T
821,Mono
822,CD8 T
823,other T
824,CD4 T
825,B
826,Progenitor
827,CD4 T
828,Mono
829,Mono
830,CD4 T
831,Mono
832,Progenitor
833,CD4 T
834,B
835,B
836,Mono
837,Mono
838,Progenitor
839,CD4 T
840,CD4 T
841,CD8 T
842,CD4 T
843,B
