,x
1,Mono
2,B
3,Mono
4,Mono
5,Mono
6,Mono
7,DC
8,Mono
9,Progenitor
10,Mono
11,Mono
12,Mono
13,Mono
14,Mono
15,Mono
16,Mono
17,Mono
18,Mono
19,Progenitor
20,Mono
21,B
22,NK
23,CD4 T
24,Mono
25,Mono
26,Mono
27,Mono
28,Mono
29,Mono
30,NK
31,Mono
32,Mono
33,Mono
34,Mono
35,Mono
36,DC
37,Mono
38,Mono
39,Mono
40,Mono
41,Mono
42,Mono
43,Mono
44,Mono
45,Mono
46,Progenitor
47,Mono
48,Mono
49,Mono
50,Mono
51,Mono
52,Mono
53,Mono
54,Mono
55,Mono
56,NK
57,CD4 T
58,Mono
59,Mono
60,Mono
61,Mono
62,Mono
63,Mono
64,Mono
65,Mono
66,Mono
67,Mono
68,Mono
69,Mono
70,DC
71,Mono
72,Progenitor
73,DC
74,Progenitor
75,Mono
76,Mono
77,Mono
78,Progenitor
79,Mono
80,NK
81,Mono
82,Mono
83,Mono
84,NK
85,Mono
86,Mono
87,Mono
88,Mono
89,Mono
90,Progenitor
91,Mono
92,Mono
93,Progenitor
94,Mono
95,Mono
96,Mono
97,Mono
98,Mono
99,Mono
100,Mono
101,Mono
102,NK
103,CD4 T
104,Progenitor
105,Mono
106,Mono
107,CD8 T
108,Mono
109,Mono
110,Mono
111,Progenitor
112,Mono
113,DC
114,Mono
115,NK
116,B
117,CD8 T
118,Mono
119,Mono
120,DC
121,Progenitor
122,DC
123,Mono
124,Mono
125,DC
126,Mono
127,NK
128,Mono
129,Mono
130,Mono
131,Progenitor
132,Mono
133,Mono
134,Mono
135,Mono
136,Mono
137,Progenitor
138,Mono
139,Mono
140,Mono
141,Mono
142,DC
143,Progenitor
144,Mono
145,B
146,CD8 T
147,Mono
148,Mono
149,Mono
150,Mono
151,Mono
152,Mono
153,Mono
154,Mono
155,Mono
156,Mono
157,Mono
158,Mono
159,Mono
160,Mono
161,Mono
162,Progenitor
163,Mono
164,CD4 T
165,Mono
166,Mono
167,Mono
168,Mono
169,Mono
170,Mono
171,Mono
172,CD8 T
173,Mono
174,Mono
175,Mono
176,Mono
177,Mono
178,Mono
179,CD8 T
180,Mono
181,Mono
182,Mono
183,Mono
184,CD4 T
185,Mono
186,Mono
187,Mono
188,B
189,CD8 T
190,Mono
191,Mono
192,Mono
193,Mono
194,Mono
195,Mono
196,Mono
197,Mono
198,Mono
199,Mono
200,Mono
201,Progenitor
202,Mono
203,Mono
204,CD8 T
205,Mono
206,Progenitor
207,Mono
208,Mono
209,Mono
210,B
211,Mono
212,Mono
213,Mono
214,Mono
215,Mono
216,Mono
217,Mono
218,Mono
219,Mono
220,Mono
221,Mono
222,CD8 T
223,CD4 T
224,Mono
225,Mono
226,Mono
227,Mono
228,Mono
229,Mono
230,Mono
231,Mono
232,Mono
233,Progenitor
234,Mono
235,Mono
236,Mono
237,Mono
238,DC
239,Mono
240,Mono
241,Mono
242,Mono
243,Mono
244,Mono
245,Mono
246,Mono
247,Mono
248,Mono
249,Progenitor
250,NK
251,Mono
252,Progenitor
253,Mono
254,Mono
255,Mono
256,Mono
257,Progenitor
258,Mono
259,Mono
260,B
261,B
262,Mono
263,Mono
264,Mono
265,Mono
266,Mono
267,Mono
268,CD4 T
269,Mono
270,Mono
271,Mono
272,Mono
273,Mono
274,Mono
275,Mono
276,Progenitor
277,Mono
278,CD4 T
279,Mono
280,Mono
281,B
282,Mono
283,Mono
284,Mono
285,NK
286,Mono
287,Mono
288,Mono
289,Mono
290,Mono
291,Progenitor
292,CD8 T
293,B
294,CD4 T
295,Mono
296,Mono
297,Mono
298,Mono
299,Progenitor
300,Mono
301,Mono
302,Mono
303,DC
304,Mono
305,DC
306,DC
307,Mono
308,DC
309,Mono
310,Mono
311,Mono
312,Mono
313,NK
314,NK
315,Mono
316,Mono
317,Mono
318,Progenitor
319,Mono
320,CD4 T
321,Mono
322,Mono
323,CD8 T
324,Mono
325,Mono
326,Mono
327,Mono
328,Mono
329,Mono
330,Mono
331,Mono
332,Mono
333,Mono
334,Mono
335,Mono
336,Mono
337,DC
338,Mono
339,Mono
340,Mono
341,Mono
342,Mono
343,Mono
344,CD4 T
345,Mono
346,Mono
347,Mono
348,Mono
349,Mono
350,Mono
351,Mono
352,Mono
353,Mono
354,Mono
355,B
356,Mono
357,Mono
358,Mono
359,Mono
360,Mono
361,Mono
362,Mono
363,Mono
364,Mono
365,Mono
366,Mono
367,Mono
368,B
369,Mono
370,Mono
371,Mono
372,Mono
373,Mono
374,Mono
375,Mono
376,Mono
377,Mono
378,CD4 T
379,Mono
380,Mono
381,Mono
382,CD8 T
383,Mono
384,Mono
385,Mono
386,Mono
387,Mono
388,Mono
389,Mono
390,Mono
391,Mono
392,Mono
393,Mono
394,Progenitor
395,Mono
396,Mono
397,CD4 T
398,Mono
399,Progenitor
400,Mono
401,Mono
402,Mono
403,Mono
404,Mono
405,Mono
406,Mono
407,Mono
408,Mono
409,Mono
410,Mono
411,Mono
412,Mono
413,Mono
414,Mono
415,Mono
416,Mono
417,Mono
418,Mono
419,Mono
420,Mono
421,Mono
422,Mono
423,Mono
424,Mono
425,Mono
426,Mono
427,Mono
428,Mono
429,Mono
430,Mono
431,Mono
432,Mono
433,Mono
434,Mono
435,Mono
436,Mono
437,Mono
438,Mono
439,Mono
440,Progenitor
441,Mono
442,Mono
443,Mono
444,Mono
445,Mono
446,Mono
447,Mono
448,Mono
449,Mono
450,Mono
451,Mono
452,Mono
453,Mono
454,Mono
455,Mono
456,Mono
457,Mono
458,Mono
459,Mono
460,Mono
461,Mono
462,CD4 T
463,Mono
464,Mono
465,Mono
466,Mono
467,Mono
468,Mono
469,Mono
470,Mono
471,Mono
472,Mono
473,Mono
474,Mono
475,Mono
476,Mono
477,Mono
478,Mono
479,Mono
480,Mono
481,Mono
482,Mono
483,Mono
484,Mono
485,Mono
486,Mono
487,Mono
488,Mono
489,Mono
490,CD8 T
491,Mono
492,Mono
493,CD8 T
494,Mono
495,Mono
496,Mono
497,Mono
498,Mono
499,Mono
500,Mono
501,Mono
502,Mono
503,Mono
504,Mono
505,Mono
506,Progenitor
507,Mono
508,Mono
509,Mono
510,Mono
511,Mono
512,Mono
513,Mono
514,Mono
515,Mono
516,Mono
517,Mono
518,Mono
519,Mono
520,Mono
521,Mono
522,Mono
523,Progenitor
524,Mono
525,Mono
526,Mono
527,Progenitor
528,Mono
529,Mono
530,Mono
531,Mono
532,Mono
533,Mono
534,Mono
535,Mono
536,Mono
537,Mono
538,Mono
539,Mono
540,Mono
541,Mono
542,Mono
543,Mono
544,B
545,Mono
546,Mono
547,Mono
548,Mono
549,Progenitor
550,Mono
551,DC
552,Mono
553,Mono
554,Mono
555,Mono
556,Mono
557,Mono
558,Mono
559,Progenitor
560,Mono
561,Mono
562,Mono
563,Mono
564,Mono
565,Mono
566,Mono
567,Mono
568,Mono
569,Mono
570,Mono
571,Mono
572,Mono
573,Mono
574,Mono
575,CD4 T
576,Mono
577,Mono
578,Progenitor
579,Mono
580,Mono
581,Mono
582,Mono
