"","x"
"1","CD8 TEM"
"2","CD4 TCM"
"3","CD8 TEM"
"4","CD8 Naive"
"5","CD8 Naive"
"6","CD4 Naive"
"7","CD4 Naive"
"8","CD4 Naive"
"9","CD8 TEM"
"10","CD8 TEM"
"11","CD4 TCM"
"12","HSPC"
"13","CD16 Mono"
"14","CD4 Naive"
"15","CD4 Naive"
"16","CD4 Naive"
"17","CD4 Naive"
"18","CD4 TCM"
"19","CD4 TEM"
"20","pDC"
"21","CD4 Naive"
"22","CD4 Naive"
"23","CD4 Naive"
"24","CD4 Naive"
"25","Treg"
"26","HSPC"
"27","CD8 Naive"
"28","CD4 Naive"
"29","CD4 Naive"
"30","CD4 TEM"
"31","CD8 TEM"
"32","CD4 TCM"
"33","CD4 TCM"
"34","CD4 Naive"
"35","CD8 TEM"
"36","CD8 TEM"
"37","Treg"
"38","CD4 Naive"
"39","B naive"
"40","MAIT"
"41","CD8 TEM"
"42","CD8 TEM"
"43","CD4 TCM"
"44","B naive"
"45","CD4 Naive"
"46","CD8 Naive"
"47","CD4 Naive"
"48","MAIT"
"49","CD4 TCM"
"50","Treg"
"51","CD4 Naive"
"52","CD4 Naive"
"53","Treg"
"54","CD4 TCM"
"55","CD8 TEM"
"56","CD8 Naive"
"57","CD4 TCM"
"58","CD8 Naive"
"59","CD4 Naive"
"60","CD8 Naive"
"61","CD8 TEM"
"62","Treg"
"63","CD4 TEM"
"64","CD4 TCM"
"65","CD4 Naive"
"66","CD8 Naive"
"67","CD8 Naive"
"68","CD4 Naive"
"69","CD4 TCM"
"70","dnT"
"71","CD4 TCM"
"72","CD4 Naive"
"73","CD4 Naive"
"74","CD4 TCM"
"75","CD8 Naive"
"76","CD8 Naive"
"77","CD8 TEM"
"78","CD4 Naive"
"79","NK"
"80","B naive"
"81","CD8 TEM"
"82","CD4 Naive"
"83","CD8 TCM"
"84","CD4 Naive"
"85","CD4 TCM"
"86","CD8 Naive"
"87","CD8 TEM"
"88","B naive"
"89","CD4 Naive"
"90","CD4 Naive"
"91","CD4 TCM"
"92","CD8 TEM"
"93","CD4 Naive"
"94","CD4 Naive"
"95","CD4 TCM"
"96","CD4 Naive"
"97","NK"
"98","CD4 Naive"
"99","CD4 TCM"
"100","NK"
"101","CD4 TCM"
"102","CD14 Mono"
"103","B intermediate"
"104","CD4 Naive"
"105","CD4 TCM"
"106","CD4 TEM"
"107","NK"
"108","HSPC"
"109","CD4 Naive"
"110","CD4 Naive"
"111","CD8 TEM"
"112","gdT"
"113","CD8 TCM"
"114","NK"
"115","MAIT"
"116","CD4 Naive"
"117","B intermediate"
"118","CD4 Naive"
"119","dnT"
"120","CD16 Mono"
"121","B intermediate"
"122","CD4 Naive"
"123","pDC"
"124","CD8 TEM"
"125","CD8 TEM"
"126","CD4 TCM"
"127","CD8 TEM"
"128","CD4 Naive"
"129","CD4 TEM"
"130","gdT"
"131","MAIT"
"132","CD8 Naive"
"133","CD8 TEM"
"134","NK"
"135","CD8 TEM"
"136","CD4 TEM"
"137","CD4 TCM"
"138","CD4 TCM"
"139","CD4 TCM"
"140","CD4 TCM"
"141","B intermediate"
"142","CD4 Naive"
"143","CD4 TCM"
"144","Treg"
"145","CD4 Naive"
"146","CD4 TCM"
"147","MAIT"
"148","CD4 Naive"
"149","CD4 TCM"
"150","CD4 Naive"
"151","CD4 Naive"
"152","CD4 Naive"
"153","CD4 Naive"
"154","B intermediate"
"155","CD8 Naive"
"156","CD4 TEM"
"157","HSPC"
"158","CD4 TCM"
"159","CD4 TCM"
"160","gdT"
"161","CD4 TCM"
"162","CD4 TCM"
"163","CD4 TCM"
"164","NK"
"165","NK"
"166","Treg"
"167","CD8 Naive"
"168","CD4 Naive"
"169","CD8 Naive"
"170","CD4 Naive"
"171","Treg"
"172","CD4 TCM"
"173","CD4 TCM"
"174","Treg"
"175","CD4 TCM"
"176","CD4 Naive"
"177","CD8 TEM"
"178","Treg"
"179","CD4 TCM"
"180","B intermediate"
"181","CD4 Naive"
"182","CD4 TCM"
"183","CD4 Naive"
"184","Treg"
"185","CD4 Naive"
"186","pDC"
"187","CD4 TCM"
"188","CD4 Naive"
"189","CD8 Naive"
"190","CD8 Naive"
"191","CD4 TEM"
"192","dnT"
"193","CD4 TCM"
"194","CD4 Naive"
"195","dnT"
"196","NK"
"197","CD4 Naive"
"198","Treg"
"199","CD4 Naive"
"200","CD4 TCM"
"201","B intermediate"
"202","CD8 TEM"
"203","CD8 Naive"
"204","HSPC"
"205","Treg"
"206","CD8 TEM"
"207","CD4 Naive"
"208","CD8 Naive"
"209","CD4 Naive"
"210","CD4 Naive"
"211","CD4 Naive"
"212","CD8 Naive"
"213","CD4 Naive"
"214","gdT"
"215","CD4 TCM"
"216","CD8 TEM"
"217","CD4 TCM"
"218","CD8 Naive"
"219","CD4 Naive"
"220","CD4 Naive"
"221","CD8 TEM"
"222","CD4 Naive"
"223","CD4 TCM"
"224","CD8 Naive"
"225","CD4 Naive"
"226","CD8 TCM"
"227","CD8 TEM"
"228","CD4 Naive"
"229","CD4 Naive"
"230","CD4 TCM"
"231","CD4 Naive"
"232","CD4 Naive"
"233","CD4 TCM"
"234","CD8 TEM"
"235","gdT"
"236","CD8 Naive"
"237","gdT"
"238","B naive"
"239","CD4 Naive"
"240","CD8 TEM"
"241","CD4 Naive"
"242","CD4 TEM"
"243","CD4 Naive"
"244","CD4 Naive"
"245","CD8 TEM"
"246","CD8 Naive"
"247","gdT"
"248","CD4 Naive"
"249","CD4 Naive"
"250","CD4 Naive"
"251","CD4 Naive"
"252","CD4 TCM"
"253","CD4 Naive"
"254","CD4 Naive"
"255","CD8 Naive"
"256","CD4 Naive"
"257","CD8 Naive"
"258","CD8 Naive"
"259","CD4 Naive"
"260","CD4 Naive"
"261","Treg"
"262","CD4 Naive"
"263","CD8 TEM"
"264","CD8 Naive"
"265","B intermediate"
"266","CD8 Naive"
"267","CD8 Naive"
"268","NK_CD56bright"
"269","CD8 TEM"
"270","B naive"
"271","pDC"
"272","CD8 TEM"
"273","CD8 Naive"
"274","CD4 Naive"
"275","MAIT"
"276","CD4 Naive"
"277","CD4 Naive"
"278","B intermediate"
"279","CD4 Naive"
"280","B naive"
"281","CD4 TCM"
"282","CD4 TEM"
"283","CD4 Naive"
"284","CD4 Naive"
"285","CD8 Naive"
"286","CD8 Naive"
"287","B intermediate"
"288","CD8 Naive"
"289","CD4 Naive"
"290","Treg"
"291","CD4 TCM"
"292","CD8 TCM"
"293","CD4 Naive"
"294","CD4 Naive"
"295","CD8 Naive"
"296","CD8 TEM"
"297","B intermediate"
"298","CD4 Naive"
"299","CD4 TCM"
"300","CD4 TCM"
"301","gdT"
"302","CD4 TCM"
"303","CD4 Naive"
"304","CD8 Naive"
"305","CD4 Naive"
"306","CD4 TCM"
"307","CD4 Naive"
"308","CD4 Naive"
"309","CD8 Naive"
"310","CD4 Naive"
"311","NK"
"312","CD8 TCM"
"313","CD4 Naive"
"314","CD4 Naive"
"315","CD8 TEM"
"316","CD4 Naive"
"317","B naive"
"318","CD4 Naive"
"319","CD4 TCM"
"320","gdT"
"321","CD8 Naive"
"322","CD4 Naive"
"323","CD4 Naive"
"324","CD4 TCM"
"325","CD4 Naive"
"326","CD4 Naive"
"327","CD4 Naive"
"328","MAIT"
"329","CD4 Naive"
"330","MAIT"
"331","CD8 TEM"
"332","CD4 Naive"
"333","B intermediate"
"334","CD8 Naive"
"335","CD4 TCM"
"336","CD4 Naive"
"337","MAIT"
"338","CD4 Naive"
"339","CD8 TEM"
"340","CD4 Naive"
"341","HSPC"
"342","CD8 TEM"
"343","CD8 TCM"
"344","CD4 Naive"
